"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",430798.489493327,8019756248.91306,0.543028581842927,0.736904730506547
"10",803483.601254532,5170604598.4138,0.100646147843544,0.317247770431163
"11",537951.689022235,7221867087.17584,0.313597653564577,0.559997904964454
"12",233531.861978931,872364791.370666,0.201009095396992,0.448340378949958
"13",649941.844214447,5532875737.00356,0.164593160178929,0.405700825952979
"14",595297.70083149,6423579470.40913,0.227781555839082,0.47726466016151
"15",603750.506207961,11871355229.284,0.409256088301381,0.639731262563728
"16",795137.677334498,12578477632.6251,0.250007639799404,0.500007639741039
"2",548985.559759998,4369747282.29107,0.182198309316949,0.426846938980413
"3",906420.100408145,10614917597.3958,0.162355660845136,0.402933816954021
"4",678797.377268588,8369496081.59212,0.228259500804838,0.477765110493471
"5",243459.376076198,1609255989.29565,0.341178761837669,0.584105094856798
"6",296704.553446383,2152147032.70596,0.307208607579854,0.554264023349752
"7",558657.874216649,6996863672.11242,0.281722430949504,0.530775311171784
"8",816916.240775537,12756421105.2405,0.240205889283715,0.490108038379004
"9",806089.313751719,11404281617.116,0.220552238322888,0.469629895048098
