"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",321903.626696193,2371732164.15891,0.287623103458299,0.536305047019231
"10",554204.192295494,7189222029.54256,0.29413868538186,0.54234554057525
"11",406164.353120444,1755344447.46745,0.133711451653403,0.365665764945807
"12",302401.77139878,1149287153.65149,0.157931861636639,0.397406418715953
"13",612861.70640177,8086003451.68351,0.270532106569058,0.520127010036066
"14",464422.407737334,4592138204.81937,0.267546012573169,0.517248501760198
"15",867877.466151215,12420400430.5517,0.207218553101229,0.455212646025162
"16",561812.799680225,9914906278.13631,0.394743709981814,0.628286328023946
"2",225647.504657837,1236774694.69923,0.305238551747873,0.552483983250078
"3",660686.124665409,9777943657.1951,0.281492625805103,0.53055878638008
"4",785558.060522392,7127277040.13119,0.145136593618047,0.380967969280945
"5",688613.474397739,8929378678.19594,0.236635594862512,0.486452047855194
"6",546308.189387588,4397526707.58498,0.185158190602352,0.430300116897906
"7",918320.135031335,12654295871.2694,0.188564370267848,0.434239991557489
"8",658172.065712949,8353484365.61541,0.242325231493822,0.492265407573823
"9",811199.227510868,16008295999.2357,0.305703149563905,0.552904286078436
