"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",678986.533785954,8776753765.69652,0.239233203670214,0.489114714223784
"10",498473.335692367,4612700447.75978,0.233282011877679,0.482992765864747
"11",221338.990800761,1095874359.73904,0.281096073353966,0.530184942594531
"12",458491.704054724,4762163546.62761,0.284676230390935,0.533550588408386
"13",516178.972072599,7333253849.51456,0.345864482745209,0.588102442390107
"14",842885.58686762,15480233521.0172,0.273810511565505,0.523269062304953
"15",547304.631028602,8754744363.85341,0.367278145982581,0.606034772915368
"16",547616.280552932,7255586159.85771,0.304039258994678,0.551397550769568
"2",307307.125673769,2102988669.09501,0.279834679915302,0.528994026351246
"3",363873.538195272,1685374196.29047,0.159957739076066,0.399947170356369
"4",835264.604467063,9230308380.39774,0.166256226438044,0.407745296034232
"5",704193.239533842,13579240728.7815,0.344113450710312,0.58661183989953
"6",421066.623835637,3746438841.08256,0.265538119390808,0.515303909737553
"7",961960.881145182,14926611314.5606,0.202701174488595,0.450223471721094
"8",484049.755908825,4975899424.85159,0.266871039161622,0.516595624411998
"9",525845.426628555,7645839603.82776,0.347471224557715,0.589466898610698
