"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",296987.257089319,2059512356.98915,0.293426028427078,0.541688128379308
"10",491267.294714133,7380938767.32789,0.384313606748578,0.619930324107942
"11",191586.875903993,602383994.72591,0.206229969157438,0.454125499347304
"12",525963.490365661,8078926493.88355,0.366988388363321,0.605795665520414
"13",316028.363292177,2164082336.11007,0.272289892411297,0.521814040067242
"14",636530.694936664,6570873367.868,0.203795344794149,0.451436977654854
"15",496354.333353239,5747309778.33896,0.293150631838745,0.541433866542115
"16",735565.835588634,13223214396.4587,0.30711696285706,0.554181344739301
"2",547535.357941334,7153568013.9306,0.299852887521857,0.547588246332823
"3",853533.071273737,17461453392.7291,0.301196240627047,0.548813484370644
"4",500169.979052315,3966509265.22759,0.199243010309451,0.446366452939119
"5",916725.219046859,15755048797.5823,0.235586965810276,0.485373017183976
"6",442292.822135784,4106672298.07722,0.263803242881804,0.513617798447254
"7",186093.870498049,773182355.891814,0.280561232951017,0.529680312028885
"8",705870.302203515,10306003446.7886,0.259926360981435,0.509829737247088
"9",860098.725920411,10614332110.9882,0.180304234946614,0.424622461660489
