"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",423990.670078466,3725239059.78311,0.260406255033772,0.510300161702671
"10",421063.627674725,3947254120.49243,0.279775380570972,0.528937974219069
"11",520876.821401729,7395774535.13317,0.342549598444369,0.585277368812745
"12",659778.823290162,6691603001.49972,0.193171604569162,0.439512917408762
"13",514498.677144693,10522461405.4739,0.499526670237935,0.706772007254061
"14",891355.057342122,15030144332.1381,0.237723189920921,0.487568651495275
"15",448615.419350681,5245255432.97378,0.32751267563899,0.572287231763029
"16",422673.84301676,4150637897.05265,0.291953688199969,0.540327389829508
"2",482375.422493708,6316347339.99336,0.341118697096489,0.58405367655421
"3",1055028.64601078,19196664102.5693,0.216724059229724,0.465536313545704
"4",358953.550710802,3012555428.2764,0.29381123790272,0.542043575649339
"5",860238.983296683,17295622245.644,0.293702617004688,0.541943370662183
"6",327801.61794377,1972978026.02676,0.230733113655244,0.4803468680602
"7",247133.270302033,1303625691.98013,0.26822567235634,0.517905080450405
"8",887906.955666736,7676171065.11893,0.122354400146976,0.349791938367618
"9",368437.749008697,2481677489.38143,0.229734894217945,0.479306680756637
