"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",808854.048965211,14679560526.1323,0.281956811238999,0.530996055765953
"10",861438.076626921,9793081231.18616,0.165836870076116,0.407230733216584
"11",723674.869111859,11323553325.1047,0.271709992924173,0.521258086675088
"12",455429.079738457,4026322520.54167,0.243936568036357,0.493899350107243
"13",682920.456219905,12838431813.7498,0.345924720978398,0.58815365422515
"14",338932.07499342,2823687712.63309,0.308888106984031,0.555777029917602
"15",471787.369783295,4158313830.19386,0.234765624774188,0.484526185849835
"16",211736.546195099,939262133.759586,0.263272215915238,0.513100590445224
"2",298978.494376471,2427173063.80688,0.341217036521785,0.584137857463275
"3",473626.819611272,7250699689.40824,0.406178758917285,0.637321550645578
"4",530233.60677109,5672926238.07709,0.253561025814773,0.503548434427884
"5",289279.598970908,1372638255.42708,0.20612484831878,0.45400974473989
"6",431740.316533162,8762369020.94671,0.59072614405193,0.768587108955081
"7",623631.2227017,6807021701.67411,0.219943584356103,0.468981432847936
"8",374296.616161026,3351245404.68273,0.300596758981365,0.548267050789454
"9",910381.441676974,19737724706.2037,0.29926791604161,0.547053851134978
