"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",375714.764625563,2302664015.54693,0.204985864613135,0.452753646714342
"10",716269.145137019,7939393519.45264,0.194466458753806,0.440983513018125
"11",403300.505626114,3155595368.20692,0.243799966141499,0.493761041538819
"12",598512.119795842,8073483865.97258,0.28322067092805,0.532184808997823
"13",782950.788091629,6659575711.02352,0.136517238125752,0.369482392172824
"14",515597.960085459,7445583788.32322,0.351954269911986,0.593257338692061
"15",859281.904145388,18199163105.7593,0.309734761826958,0.55653819440085
"16",382478.656281506,2249627102.64284,0.193243987218664,0.43959525386276
"2",511632.083914171,4924466601.72167,0.236403291345917,0.48621321593095
"3",481737.560766526,9530190121.23728,0.516048369331508,0.718365066892529
"4",212879.8424442,935384448.363303,0.259376681107913,0.509290370130747
"5",256326.442442181,1543957618.38352,0.29529658112622,0.543411981029329
"6",922233.330849894,18815940315.6828,0.278005995747463,0.527262738819522
"7",639533.611947729,8864649384.53504,0.272360848074354,0.521882025053895
"8",920726.658614937,14732175078.875,0.218381225970956,0.467312771033444
"9",195332.46936595,592161126.840574,0.195029756001975,0.441621734068846
