Geography,dist1,dist2,distfrom
39053953800,13,18,5
39053953900,12,17,5
39053954000,13,18,5
39053954100,13,17,4
39055310100,23,9,-14
39055310200,24,10,-14
39055310600,24,10,-14
39055310700,24,10,-14
39055310800,25,11,-14
39055310900,25,11,-14
39055311000,25,11,-14
39055311300,26,12,-14
39055311400,26,12,-14
39055311500,25,11,-14
39055311600,26,12,-14
39055311700,27,13,-14
39055311800,27,13,-14
39055311900,27,13,-14
39055312000,27,13,-14
39055312100,26,12,-14
39055312201,25,11,-14
39055312202,24,10,-14
39055312203,24,10,-14
39055312300,26,12,-14
39055312400,26,12,-14
39057200101,7,17,10
39057200103,6,17,11
39057200104,6,16,10
39057200300,5,16,11
39057200400,6,17,11
39057200500,6,17,11
39057200600,6,17,11
39057200700,7,17,10
39057200900,5,16,11
39057210100,6,17,11
39057210200,7,18,11
39057210300,8,19,11
39057210401,8,19,11
39057210402,8,19,11
39057210500,7,18,11
39057210601,7,18,11
39057210602,7,18,11
39057210603,6,17,11
39057220100,8,19,11
39057220200,9,20,11
39057230100,7,18,11
39057240100,6,18,12
39057240200,7,19,12
39057240301,7,19,12
39057240302,6,18,12
39057240500,6,18,12
39057240600,5,17,12
39057240700,6,18,12
39057260100,4,16,12
39057270100,5,17,12
39057280101,5,17,12
39057280102,6,17,11
39057280200,4,16,12
39057280300,5,16,11
39059977100,16,10,-6
39059977200,15,9,-6
39059977300,15,10,-5
39059977400,16,10,-6
39059977500,16,11,-5
39059977600,16,11,-5
39059977700,16,10,-6
39059977800,15,11,-4
39059977900,15,11,-4
39059978000,14,10,-4
39061000200,18,28,10
39061000700,18,28,10
39061000900,19,29,10
39061001000,19,29,10
39061001100,18,28,10
39061001600,20,30,10
39061001700,20,30,10
39061001800,19,29,10
39061001900,17,27,10
39061002000,17,27,10
39061002200,19,29,10
39061002300,20,30,10
39061002500,21,31,10
39061002600,21,30,9
39061002700,20,29,9
39061002800,19,28,9
39061002900,20,29,9
39061003000,21,30,9
39061003200,20,30,10
39061003300,20,30,10
39061003600,19,29,10
39061003700,18,28,10
39061003800,19,29,10
39061003900,19,29,10
39061004000,18,28,10
39061004100,18,28,10
39061004200,17,27,10
39061004500,15,25,10
39061004602,16,26,10
39061004603,16,26,10
39061004604,15,25,10
39061004605,15,25,10
39061004701,16,26,10
39061004702,15,25,10
39061004800,16,26,10
39061004900,17,27,10
39061005000,17,28,11
39061005100,16,27,11
39061005200,16,27,11
39061005301,16,27,11
39061005302,15,26,11
39061005400,15,26,11
39061005500,14,25,11
39061005600,14,25,11
39061005701,16,27,11
39061005702,16,27,11
39061005800,15,26,11
39061005900,17,28,11
39061006000,17,27,10
39061006100,18,28,10
39061006300,18,29,11
39061006400,19,29,10
39061006500,19,30,11
39061006600,20,30,10
39061006800,20,30,10
39061006900,20,30,10
39061007000,21,29,8
39061007100,20,29,9
39061007200,20,29,9
39061007300,20,28,8
39061007400,21,28,7
39061007500,20,27,7
39061007700,20,27,7
39061007800,20,28,8
39061007900,21,27,6
39061008000,19,28,9
39061008100,19,27,8
39061008201,20,27,7
39061008202,20,26,6
39061008300,19,25,6
39061008400,20,26,6
39061008501,20,26,6
39061008502,21,27,6
39061008601,19,28,9
39061008800,20,27,7
39061009200,19,28,9
39061009300,19,29,10
39061009400,20,29,9
39061009500,20,29,9
39061009600,19,28,9
39061009700,20,28,8
39061009800,20,28,8
39061009901,21,27,6
39061009902,21,28,7
39061010002,20,26,6
39061010003,20,27,7
39061010004,21,27,6
39061010005,21,28,7
39061010100,19,25,6
39061010201,20,26,6
39061010202,20,26,6
39061010300,19,27,8
39061010400,20,26,6
39061010500,20,26,6
39061010600,19,25,6
39061010700,22,28,6
39061010800,15,26,11
39061010900,21,27,6
39061011000,17,28,11
39061011100,19,27,8
39061020401,18,24,6
39061020403,17,23,6
39061020404,18,24,6
39061020501,16,22,6
39061020502,16,22,6
39061020504,17,23,6
39061020505,18,24,6
39061020601,17,23,6
39061020602,17,23,6
39061020701,17,23,6
39061020705,18,24,6
39061020707,18,24,6
39061020741,18,24,6
39061020742,19,25,6
39061020761,18,24,6
39061020762,19,25,6
39061020802,18,24,6
39061020811,19,25,6
39061020812,18,24,6
39061020901,19,25,6
39061020902,19,25,6
39061021001,18,24,6
39061021002,19,25,6
39061021003,19,25,6
39061021101,18,24,6
39061021102,19,25,6
39061021201,20,26,6
39061021202,21,27,6
39061021302,19,25,6
39061021303,20,26,6
39061021304,20,26,6
39061021401,21,27,6
39061021421,20,27,7
39061021422,20,28,8
39061021501,16,25,9
39061021504,17,25,8
39061021505,18,26,8
39061021506,17,25,8
39061021508,18,24,6
39061021509,18,24,6
39061021571,18,25,7
39061021572,18,25,7
39061021602,18,25,7
39061021603,19,25,6
39061021604,19,25,6
39061021701,19,26,7
39061021702,19,26,7
39061021801,19,26,7
39061021802,20,26,6
39061021900,20,26,6
39061022000,18,25,7
39061022101,17,25,8
39061022102,18,26,8
39061022200,18,27,9
39061022301,15,25,10
39061022302,13,24,11
39061022400,15,26,11
39061022500,16,26,10
39061022601,17,26,9
39061022602,17,27,10
39061022700,16,27,11
39061023001,14,25,11
39061023002,15,26,11
39061023100,15,26,11
39061023201,16,27,11
39061023210,16,27,11
39061023222,17,28,11
39061023300,16,27,11
39061023400,17,28,11
39061023501,15,26,11
39061023521,14,25,11
39061023522,15,26,11
39061023600,16,27,11
39061023701,16,27,11
39061023702,16,27,11
39061023800,15,26,11
39061023901,13,24,11
39061023902,14,25,11
39061024001,15,26,11
39061024002,14,25,11
39061024100,14,25,11
39061024200,14,25,11
39061024301,12,23,11
39061024303,11,22,11
39061024321,12,23,11
39061024322,12,23,11
39061024400,13,24,11
39061024700,15,26,11
39061024800,14,25,11
39061024901,14,24,10
39061024902,15,25,10
39061025001,16,26,10
39061025002,15,25,10
39061025101,15,25,10
39061025102,15,25,10
39061025103,15,25,10
39061025104,14,24,10
39061025200,17,28,11
39061025300,16,27,11
39061025401,17,28,11
39061025402,17,28,11
39061025500,18,29,11
39061025600,18,29,11
39061025700,19,29,10
39061025800,20,29,9
39061026001,15,21,6
39061026002,15,21,6
39061026101,16,22,6
39061026102,16,22,6
39061026200,16,22,6
39061026300,18,28,10
39061026400,18,28,10
39061026500,17,27,10
39061026600,16,26,10
39061026700,18,28,10
39061026800,17,27,10
39061026900,19,29,10
39061027000,19,29,10
39061027100,18,29,11
39061027200,19,28,9
39061027300,14,24,10
39061027400,16,27,11
39063000100,12,7,-5
39063000200,11,7,-4
39063000300,11,8,-3
39063000400,12,9,-3
39063000500,12,8,-4
39063000600,12,8,-4
39063000700,12,8,-4
39063000800,12,9,-3
39063000900,12,9,-3
39063001000,11,9,-2
39063001100,11,8,-3
39063001200,10,8,-2
39063001300,10,9,-1
39065000100,9,8,-1
39065000200,10,9,-1
39065000300,9,9,0
39065000400,9,10,1
39065000500,8,10,2
39065000600,9,9,0
39065000700,8,9,1
39067975600,19,13,-6
39067975700,18,12,-6
39067975800,17,11,-6
39067975900,18,12,-6
39067976000,19,13,-6
39069000100,15,11,-4
39069000200,14,11,-3
39069000300,14,11,-3
39069000400,14,11,-3
39069000500,14,10,-4
39069000600,13,9,-4
39069000700,13,10,-3
39071954400,7,17,10
39071954500,8,17,9
39071954600,7,17,10
39071954700,8,18,10
39071954800,8,18,10
39071954900,8,18,10
39071955000,8,18,10
39071955100,9,18,9
39071955200,9,19,10
39073964900,9,12,3
39073965000,8,13,5
39073965100,9,13,4
39073965200,10,13,3
39073965300,10,13,3
39073965400,10,14,4
39073965500,10,13,3
39075976301,16,7,-9
39075976302,16,8,-8
39075976400,15,6,-9
39075976500,14,5,-9
39075976600,14,6,-8
39075976700,15,6,-9
39075976801,15,8,-7
39075976802,15,7,-8
39077915400,15,2,-13
39077915500,16,3,-13
39077915600,15,3,-12
39077915700,15,4,-11
39077915800,15,4,-11
39077915900,14,4,-10
39077916000,14,5,-9
39077916100,13,4,-9
39077916200,13,5,-8
39077916300,13,5,-8
39077916400,14,4,-10
39077916500,14,3,-11
39077916600,15,3,-12
39079957200,11,16,5
39079957300,10,15,5
39079957400,10,15,5
39079957500,11,16,5
39079957600,11,16,5
39079957700,11,16,5
39079957800,11,16,5
39081000200,22,16,-6
39081000400,23,17,-6
39081000600,23,17,-6
39081000800,23,17,-6
39081001000,22,16,-6
39081001200,22,16,-6
39081001300,22,16,-6
39081001400,22,16,-6
39081001700,23,17,-6
39081011000,20,14,-6
39081011100,20,14,-6
39081011401,21,15,-6
39081011402,21,15,-6
39081011500,20,14,-6
39081011700,21,15,-6
39081011800,22,16,-6
39081011900,21,15,-6
39081012000,20,14,-6
39081012100,19,13,-6
39081012200,20,14,-6
39081012300,20,14,-6
39083006700,13,6,-7
39083006801,14,7,-7
39083006802,13,6,-7
39083006900,12,7,-5
39083007000,12,7,-5
39083007100,13,7,-6
39083007200,14,7,-7
39083007300,13,7,-6
39083007400,12,7,-5
39083007500,13,8,-5
39083007600,12,8,-4
39083007700,11,8,-3
39085200100,21,7,-14
39085200200,22,8,-14
39085200300,22,8,-14
39085200400,23,9,-14
39085200500,22,8,-14
39085200600,22,8,-14
39085200700,23,9,-14
39085200800,23,9,-14
39085200900,22,8,-14
39085201000,23,9,-14
39085201100,24,10,-14
39085201200,23,9,-14
39085201300,24,10,-14
39085201400,23,9,-14
39085201500,22,8,-14
39085201600,22,8,-14
39085201700,21,7,-14
39085201800,21,7,-14
39085201900,21,7,-14
39085202000,21,7,-14
39085202100,22,8,-14
39085202400,21,7,-14
39085202500,21,7,-14
39085202600,21,7,-14
39085202700,22,8,-14
39085202800,22,8,-14
39085202900,22,8,-14
39085203000,23,9,-14
39085203200,23,9,-14
39085203400,23,9,-14
39085203500,23,9,-14
39085203700,23,9,-14
39085204000,21,7,-14
39085204200,22,8,-14
39085204301,22,8,-14
39085204302,22,8,-14
39085204400,23,9,-14
39085204500,23,9,-14
39085204700,23,9,-14
39085204800,21,7,-14
39085204900,22,8,-14
39085205001,24,10,-14
39085205002,23,9,-14
39085205100,24,10,-14
39085205200,23,9,-14
39085205300,22,8,-14
39085205400,22,8,-14
39085205701,21,7,-14
39085205702,21,7,-14
39085205800,22,8,-14
39085205900,22,8,-14
39085206000,21,7,-14
39085206100,22,8,-14
39085206200,21,7,-14
39085206300,21,7,-14
39085206400,23,9,-14
39085206500,22,8,-14
39085206600,21,7,-14
39085990000,20,6,-14
39087050100,15,20,5
39087050200,15,20,5
39087050300,15,20,5
39087050400,14,19,5
39087050500,13,18,5
39087050600,12,17,5
39087050700,13,18,5
39087050800,14,19,5
39087050900,15,20,5
39087051001,15,20,5
39087051002,14,19,5
39087051100,14,19,5
39087051200,14,19,5
39087051300,14,19,5
39087051401,15,20,5
39087051402,14,19,5
39089750700,13,11,-2
39089751000,14,12,-2
39089751300,14,11,-3
39089751600,14,11,-3
39089751900,14,10,-4
39089752200,14,9,-5
39089752500,13,10,-3
39089752800,12,10,-2
39089753100,12,11,-1
39089753300,12,10,-2
39089753600,13,11,-2
39089753900,13,10,-3
39089754101,13,10,-3
39089754102,13,9,-4
39089754400,13,8,-5
39089754700,13,8,-5
39089755000,12,8,-4
39089755300,13,9,-4
39089755600,12,9,-3
39089755900,11,10,-1
39089756201,11,11,0
39089756202,12,11,-1
39089756500,11,10,-1
39089756800,11,10,-1
39089757100,11,11,0
39089757400,10,11,1
39089757700,12,9,-3
39089758300,12,11,-1
39089758600,12,10,-2
39089758900,13,9,-4
39089759000,13,11,-2
39089759100,11,10,-1
39091003800,7,10,3
39091003900,7,10,3
39091004000,7,11,4
39091004100,7,11,4
39091004200,7,12,5
39091004300,6,11,5
39091004400,7,11,4
39091004500,8,11,3
39091004600,7,11,4
39091004700,6,11,5
39091004800,6,11,5
39093010200,19,5,-14
39093010300,19,5,-14
39093010400,19,5,-14
39093013100,20,6,-14
39093013200,20,5,-15
39093021100,19,5,-14
39093021200,19,5,-14
39093022100,19,5,-14
39093022200,19,5,-14
39093022400,19,5,-14
39093022500,19,5,-14
39093022601,19,4,-15
39093022800,20,5,-15
39093023000,20,5,-15
39093023100,21,5,-16
39093023200,20,4,-16
39093023300,21,5,-16
39093023400,19,4,-15
39093023500,20,4,-16
39093023600,22,6,-16
39093023700,21,5,-16
39093023800,20,4,-16
39093023900,20,4,-16
39093024000,20,4,-16
39093024100,19,3,-16
39093024200,19,4,-15
39093028100,20,4,-16
39093030100,17,3,-14
39093050100,18,2,-16
39093050200,18,3,-15
39093050300,17,2,-15
39093050400,18,3,-15
39093057100,17,1,-16
39093060100,17,0,-17
39093060200,17,1,-16
39093070101,19,3,-16
39093070102,20,4,-16
39093070200,19,3,-16
39093070300,18,2,-16
39093070400,18,2,-16
39093070500,19,3,-16
39093070600,20,4,-16
39093070700,20,4,-16
39093070800,20,3,-17
39093070901,19,2,-17
39093070902,18,2,-16
39093071000,20,3,-17
39093071100,19,3,-16
39093071201,20,4,-16
39093071202,19,3,-16
39093071300,18,2,-16
39093071400,19,2,-17
39093071500,18,1,-17
39093077100,17,1,-16
39093080101,21,5,-16
39093080103,21,5,-16
39093080104,21,5,-16
39093080500,20,4,-16
39093080600,20,4,-16
39093080700,19,3,-16
39093090100,20,4,-16
39093090200,19,3,-16
39093091100,18,2,-16
39093091200,18,2,-16
39093092100,16,2,-14
39093093100,16,1,-15
39093094100,17,2,-15
39093095100,18,2,-16
39093096100,17,2,-15
39093097100,16,2,-14
39093097200,18,3,-15
39093097300,20,5,-15
39093097400,19,5,-14
39093990200,18,4,-14
39095000200,22,11,-11
39095000300,21,10,-11
39095000400,21,10,-11
39095000600,22,11,-11
39095000700,23,12,-11
39095000800,21,10,-11
39095000900,20,9,-11
39095001000,20,10,-10
39095001100,19,9,-10
39095001201,18,9,-9
39095001202,19,10,-9
39095001301,22,13,-9
39095001302,22,12,-10
39095001303,22,11,-11
39095001400,22,12,-10
39095001500,22,11,-11
39095001600,21,10,-11
39095001700,21,10,-11
39095001800,21,11,-10
39095001900,20,10,-10
39095002000,19,10,-9
39095002100,21,11,-10
39095002200,21,11,-10
39095002300,20,11,-9
39095002401,21,12,-9
39095002402,21,13,-8
39095002500,21,13,-8
39095002600,21,12,-9
39095002700,20,12,-8
39095002800,19,11,-8
39095002900,20,11,-9
39095003000,20,11,-9
39095003100,20,13,-7
39095003200,21,13,-8
39095003300,20,12,-8
39095003400,20,12,-8
39095003500,20,13,-7
39095003600,20,12,-8
39095003700,19,11,-8
39095003900,19,12,-7
39095004000,19,11,-8
39095004200,19,11,-8
39095004400,19,11,-8
39095004501,18,10,-8
39095004503,18,11,-7
39095004504,17,10,-7
39095004600,18,9,-9
39095004701,19,10,-9
39095004702,19,10,-9
39095004800,19,11,-8
39095004900,18,10,-8
39095005000,18,10,-8
39095005100,18,10,-8
39095005200,17,9,-8
39095005300,17,9,-8
39095005400,18,10,-8
39095005501,18,7,-11
39095005502,18,8,-10
39095005503,19,9,-10
39095005600,19,8,-11
39095005701,21,10,-11
39095005702,20,9,-11
39095005703,21,10,-11
39095005801,21,10,-11
39095005802,21,10,-11
39095005901,22,11,-11
39095005902,22,11,-11
39095006000,22,12,-10
39095006100,22,11,-11
39095006200,21,10,-11
39095006300,22,11,-11
39095006400,22,12,-10
39095006500,22,12,-10
39095006600,20,13,-7
39095006700,20,13,-7
39095006800,19,12,-7
39095006900,19,12,-7
39095007001,17,12,-5
39095007002,17,11,-6
39095007101,17,13,-4
39095007102,16,12,-4
39095007202,18,12,-6
39095007203,19,12,-7
39095007204,18,14,-4
39095007205,18,13,-5
39095007301,18,14,-4
39095007302,19,14,-5
39095007303,19,13,-6
39095007400,20,14,-6
39095007500,20,14,-6
39095007600,21,14,-7
39095007700,21,13,-8
39095007800,21,13,-8
39095007901,22,12,-10
39095007902,22,12,-10
39095008000,21,13,-8
39095008100,20,14,-6
39095008201,19,15,-4
39095008202,19,15,-4
39095008203,19,15,-4
39095008301,20,14,-6
39095008302,21,14,-7
39095008400,20,15,-5
39095008500,19,15,-4
39095008600,19,15,-4
39095008700,18,14,-4
39095008800,17,13,-4
39095008901,16,12,-4
39095008902,15,11,-4
39095009000,16,12,-4
39095009101,18,14,-4
39095009102,17,13,-4
39095009201,18,14,-4
39095009202,19,15,-4
39095009300,17,14,-3
39095009400,17,13,-4
39095009500,16,12,-4
39095009600,15,11,-4
39095009700,17,6,-11
39095009800,17,7,-10
39095009900,17,8,-9
39095010001,18,9,-9
39095010002,18,9,-9
39095010100,17,9,-8
39095010200,18,11,-7
39095010300,18,10,-8
39095010400,21,13,-8
39095990000,18,6,-12
39097040101,6,12,6
39097040102,7,12,5
39097040201,4,13,9
39097040202,5,13,8
39097040400,6,13,7
39097040500,5,14,9
39097040600,5,14,9
39097040700,5,15,10
39097041000,5,14,9
39097041100,4,14,10
39097041200,5,15,10
39097041300,4,15,11
39099800300,29,17,-12
39099800400,29,17,-12
39099800500,30,16,-14
39099800600,30,17,-13
39099801000,29,18,-11
39099801100,28,19,-9
39099801200,28,19,-9
39099801300,29,18,-11
39099801400,28,19,-9
39099801500,27,19,-8
39099801600,28,19,-9
39099801700,29,18,-11
39099802100,28,18,-10
39099802300,28,18,-10
39099802400,27,19,-8
39099802500,27,18,-9
39099802600,27,18,-9
39099802701,26,19,-7
39099802702,26,19,-7
39099802800,27,19,-8
39099802900,28,18,-10
39099803000,28,18,-10
39099804000,30,17,-13
39099804100,30,17,-13
39099804200,30,16,-14
39099804300,30,16,-14
39099810100,28,17,-11
39099810200,28,18,-10
39099810300,28,17,-11
39099810600,28,18,-10
39099810700,27,18,-9
39099810800,27,17,-10
39099810900,27,16,-11
39099811001,26,17,-9
39099811002,25,18,-7
39099811100,27,17,-10
39099811200,26,18,-8
39099811300,27,18,-9
39099811400,26,19,-7
39099811500,25,18,-7
39099811600,26,19,-7
39099811700,26,19,-7
39099811800,26,19,-7
39099811901,26,18,-8
39099811902,25,18,-7
39099812001,25,18,-7
39099812002,25,18,-7
39099812100,24,17,-7
39099812301,26,19,-7
39099812302,25,18,-7
39099812400,27,18,-9
39099812500,26,17,-9
39099812601,26,18,-8
39099812602,25,18,-7
39099812603,25,17,-8
39099812700,25,16,-9
39099812800,25,15,-10
39099812900,24,16,-8
39099813000,23,15,-8
39099813200,23,15,-8
39099813300,23,16,-7
39099813400,23,16,-7
39099813500,24,17,-7
39099813600,24,17,-7
39099813700,29,17,-12
39099813800,28,17,-11
39099813900,28,17,-11
39099814000,29,16,-13
39099814100,28,17,-11
39101000100,11,9,-2
39101000200,11,8,-3
39101000300,10,8,-2
39101000400,10,9,-1
39101000501,11,10,-1
39101000502,12,10,-2
39101000600,11,9,-2
39101000700,12,9,-3
39101000800,12,9,-3
39101000900,11,8,-3
39101001000,11,8,-3
39101001100,11,8,-3
39101010100,10,7,-3
39101010201,10,7,-3
39101010202,11,8,-3
39101010300,9,8,-1
39101010400,10,8,-2
39101010500,9,8,-1
39103400100,22,6,-16
39103402000,19,3,-16
39103403001,18,3,-15
39103403002,19,4,-15
39103404000,20,5,-15
39103405000,21,6,-15
39103406000,21,6,-15
39103407000,20,6,-14
39103408001,21,6,-15
39103408002,21,6,-15
39103408003,21,6,-15
39103408100,20,5,-15
39103408201,20,5,-15
39103408202,20,6,-14
39103408301,21,6,-15
39103408302,21,6,-15
39103409001,18,4,-14
39103409002,19,5,-14
39103410000,17,3,-14
39103411001,18,4,-14
39103412000,18,5,-13
39103413000,19,6,-13
39103415100,22,6,-16
39103415200,22,6,-16
39103415300,22,6,-16
39103415400,21,5,-16
39103415800,20,4,-16
39103416000,21,5,-16
39103416100,21,5,-16
39103416200,20,4,-16
39103416300,21,5,-16
39103416400,21,5,-16
39103417000,20,7,-13
39103417100,21,7,-14
39103417200,21,8,-13
39103417300,20,7,-13
39105964100,12,14,2
39105964200,11,14,3
39105964300,11,15,4
39105964400,12,15,3
39105964500,12,15,3
39105964600,13,15,2
39107967200,9,14,5
39107967300,9,14,5
39107967400,10,15,5
39107967500,9,14,5
39107967600,10,15,5
39107967700,10,15,5
39107967800,9,14,5
39107967900,9,14,5
39107968000,9,15,6
39109300100,6,13,7
39109315001,8,14,6
39109315002,8,14,6
39109315100,7,13,6
39109315300,7,14,7
39109320100,8,14,6
39109325000,9,15,6
39109330100,8,15,7
39109340100,8,16,8
39109350100,7,16,9
39109355001,7,16,9
39109355002,6,15,9
39109365000,7,15,8
39109365101,6,14,8
39109365102,6,14,8
39109365200,7,15,8
39109365301,7,15,8
39109365302,8,16,8
39109380100,5,14,9
39109390100,5,13,8
39111966600,16,12,-4
39111966700,16,12,-4
39111966800,16,13,-3
39111966900,15,12,-3
39113000100,11,20,9
39113000200,12,20,8
39113000300,11,20,9
39113000400,11,20,9
39113000500,11,20,9
39113000600,11,20,9
39113000700,11,20,9
39113000801,11,20,9
39113000802,11,20,9
39113000900,11,20,9
39113001000,10,19,9
39113001100,10,19,9
39113001200,10,19,9
39113001501,9,18,9
39113001600,9,18,9
39113001700,9,18,9
39113001800,8,17,9
39113001900,8,17,9
39113002000,8,17,9
39113002200,9,18,9
39113002300,9,18,9
39113002400,9,18,9
39113002500,8,18,10
39113002600,9,18,9
39113002700,9,19,10
39113002800,10,20,10
39113002900,10,19,9
39113003000,10,19,9
39113003100,11,20,9
39113003201,11,20,9
39113003300,10,19,9
39113003402,11,20,9
39113003403,11,20,9
39113003404,10,19,9
39113003500,11,20,9
39113003800,11,20,9
39113003900,11,20,9
39113004100,11,20,9
39113004200,12,21,9
39113004300,12,20,8
39113004400,12,21,9
39113004600,11,20,9
39113010100,11,20,9
39113010200,12,21,9
39113020100,11,20,9
39113020200,12,21,9
39113020300,12,21,9
39113020400,12,21,9
39113020500,12,22,10
39113020601,11,22,11
39113020602,12,22,10
39113020700,12,22,10
39113020800,12,22,10
39113020900,12,21,9
39113021000,11,21,10
39113021100,10,20,10
39113021200,10,21,11
39113021301,9,20,11
39113021302,9,20,11
39113021400,9,20,11
39113021501,10,21,11
39113021502,11,22,11
39113021601,10,21,11
39113021602,9,20,11
39113021700,11,22,11
39113021800,10,21,11
39113021900,10,21,11
39113030100,11,20,9
39113030200,12,20,8
39113040101,12,22,10
39113040102,12,22,10
39113040103,11,22,11
39113040201,11,22,11
39113040203,9,20,11
39113040204,10,21,11
39113040302,10,21,11
39113040303,10,21,11
39113040305,9,20,11
39113040306,9,20,11
39113040401,11,22,11
39113040403,11,22,11
39113040405,11,22,11
39113040406,10,21,11
39113050101,11,21,10
39113050103,10,21,11
39113050104,11,22,11
39113050105,12,21,9
39113050301,12,20,8
39113050302,12,21,9
39113050303,12,22,10
39113050401,12,22,10
39113050402,12,21,9
39113050502,11,21,10
39113050503,11,22,11
39113050504,11,22,11
39113050600,12,20,8
39113060100,11,19,8
39113060200,12,20,8
39113060300,12,20,8
39113070101,10,18,8
39113070102,10,18,8
39113070201,11,19,8
39113070202,12,20,8
39113070300,11,19,8
39113070400,11,19,8
39113070500,11,19,8
39113070600,11,19,8
39113070700,11,19,8
39113080100,10,19,9
39113080200,9,18,9
39113080300,11,20,9
39113080400,10,19,9
39113080500,8,17,9
39113080600,8,17,9
39113080700,7,16,9
39113090302,7,16,9
39113090303,6,16,10
39113090304,6,16,10
39113090600,7,17,10
39113090700,7,18,11
39113090800,7,18,11
39113090900,8,19,11
39113091000,9,19,10
39113091100,6,17,11
39113100101,6,15,9
39113100102,6,15,9
39113100201,6,16,10
39113100202,7,16,9
39113100203,6,16,10
39113100301,6,16,10
39113100302,6,16,10
39113100400,5,15,10
39113110100,7,16,9
39113110201,8,17,9
39113110202,7,16,9
39113115002,6,15,9
39113115011,7,16,9
39113115012,7,16,9
39113120101,9,17,8
39113120102,9,18,9
39113120103,9,18,9
39113125000,8,17,9
39113125101,9,18,9
39113125102,8,17,9
39113130101,9,17,8
39113130102,10,18,8
39113140100,11,19,8
39113150100,12,20,8
39113160100,13,21,8
39113165000,12,20,8
39113165100,10,19,9
39113165200,10,19,9
39113980000,6,17,11
39115968800,13,12,-1
39115968900,13,12,-1
39115969000,12,11,-1
39115969100,13,12,-1
39117965000,11,7,-4
39117965100,12,8,-4
39117965200,11,8,-3
39117965300,10,8,-2
39117965400,11,8,-3
39117965500,11,8,-3
39119911000,15,9,-6
39119911100,14,8,-6
39119911200,13,8,-5
39119911300,12,9,-3
39119911400,13,10,-3
39119911500,14,9,-5
39119911600,15,9,-6
39119911700,15,10,-5
39119911800,14,10,-4
39119911900,14,10,-4
39119912000,14,11,-3
39119912100,14,11,-3
39119912200,14,11,-3
39119912300,14,11,-3
39119912400,13,10,-3
39119912500,12,10,-2
39119912600,13,11,-2
39119912700,14,10,-4
39119912800,14,10,-4
39121968300,15,11,-4
39121968400,15,12,-3
39121968500,14,11,-3
39123050100,17,5,-12
39123050201,17,6,-11
39123050202,17,5,-12
39123050301,16,6,-10
39123050302,17,5,-12
39123050800,16,7,-9
39123050900,16,7,-9
39123051000,16,8,-8
39123051100,17,7,-10
39123051200,16,6,-10
39125960100,12,11,-1
39125960200,12,12,0
39125960300,11,12,1
39125960400,12,12,0
39125960500,11,11,0
39127965800,11,10,-1
39127965900,11,11,0
39127966000,12,11,-1
39127966100,11,12,1
39127966200,11,12,1
39127966300,10,12,2
39129020100,7,16,9
39129020200,8,16,8
39129020310,8,15,7
39129020320,7,15,8
39129020400,7,15,8
39129021100,7,14,7
39129021200,7,15,8
39129021300,6,16,10
39129021401,5,15,10
39129021402,6,16,10
39129021500,6,15,9
39129021600,6,15,9
39129021700,7,14,7
39131952200,11,16,5
39131952300,10,17,7
39131952400,11,16,5
39131952500,10,17,7
39131952600,9,17,8
39131952700,10,17,7
39133600102,27,13,-14
39133600103,26,12,-14
39133600200,28,13,-15
39133600301,28,13,-15
39133600302,28,12,-16
39133600401,27,11,-16
39133600402,27,11,-16
39133600403,28,12,-16
39133600500,28,12,-16
39133600602,27,13,-14
39133600603,27,13,-14
39133600703,26,14,-12
39133600704,26,14,-12
39133600705,25,15,-10
39133600706,25,15,-10
39133600800,28,14,-14
39133600901,28,14,-14
39133600902,27,14,-13
39133601000,27,14,-13
39133601100,27,13,-14
39133601200,29,13,-16
39133601300,28,12,-16
39133601400,28,13,-15
39133601501,29,14,-15
39133601502,29,14,-15
39133601503,28,13,-15
39133601600,28,12,-16
39133601701,27,13,-14
39133601702,26,14,-12
39133601801,26,14,-12
39133601802,25,15,-10
39133601901,24,15,-9
39133601902,24,15,-9
39133602000,24,15,-9
39133602100,25,15,-10
39135400100,11,17,6
39135410100,11,17,6
39135420100,10,17,7
39135430100,11,18,7
39135440100,12,19,7
39135450100,12,18,6
39135455001,13,19,6
39135455002,13,19,6
39135460100,12,18,6
39135470101,13,19,6
39135470102,13,19,6
39135480100,13,20,7
39137030100,12,9,-3
39137030200,12,10,-2
39137030300,12,10,-2
39137030400,11,9,-2
39137030500,11,10,-1
39137030600,11,11,0
39137030700,11,11,0
39139000400,14,7,-7
39139000500,14,7,-7
39139000600,15,7,-8
39139000700,14,6,-8
39139000800,15,6,-9
39139000900,15,6,-9
39139001000,14,6,-8
39139001100,14,7,-7
39139001200,13,7,-6
39139001300,14,8,-6
39139001400,14,7,-7
39139001500,13,6,-7
39139001600,14,6,-8
39139001700,13,5,-8
39139001800,14,5,-9
39139001900,15,5,-10
39139002000,14,6,-8
39139002101,13,7,-6
39139002102,13,7,-6
39139002200,12,7,-5
39139002300,12,6,-6
39139002400,13,7,-6
39139002500,13,6,-7
39139002600,14,6,-8
39139002700,13,5,-8
39139002800,13,5,-8
39139002900,14,4,-10
39139003001,13,7,-6
39139003002,13,6,-7
39139003100,14,6,-8
39141955500,8,14,6
39141955601,8,15,7
39141955602,8,16,8
39141955603,7,15,8
39141955700,7,16,9
39141955800,8,16,8
39141955900,8,16,8
39141956000,9,16,7
39141956100,10,16,6
