Geography,dist1,dist2,distfrom
39141956200,9,16,7
39141956300,9,15,6
39141956400,10,16,6
39141956500,9,16,7
39141956600,9,15,6
39141956700,10,15,5
39141956800,9,16,7
39141956900,8,17,9
39143960800,15,6,-9
39143960900,15,7,-8
39143961000,15,8,-7
39143961100,15,8,-7
39143961200,14,7,-7
39143961300,15,7,-8
39143961400,16,8,-8
39143961500,17,8,-9
39143961600,16,8,-8
39143961700,16,7,-9
39143961800,16,7,-9
39143961900,15,6,-9
39143962000,15,6,-9
39143962100,14,5,-9
39143962200,14,5,-9
39145002100,11,16,5
39145002200,11,17,6
39145002300,11,18,7
39145002400,12,18,6
39145002500,12,17,5
39145002600,12,17,5
39145002700,13,18,5
39145002800,14,19,5
39145002900,14,19,5
39145003000,13,18,5
39145003100,13,18,5
39145003200,14,19,5
39145003300,14,19,5
39145003400,14,19,5
39145003500,14,19,5
39145003600,14,19,5
39145003700,14,19,5
39145003800,13,18,5
39145003900,13,18,5
39145004000,12,19,7
39147962500,13,5,-8
39147962600,14,6,-8
39147962700,13,7,-6
39147962800,14,8,-6
39147962900,13,8,-5
39147963000,13,7,-6
39147963100,12,6,-6
39147963200,13,7,-6
39147963300,13,7,-6
39147963400,14,6,-8
39147963500,14,7,-7
39147963600,13,6,-7
39147963700,13,6,-7
39147963800,12,5,-7
39149971400,7,12,5
39149971500,8,13,5
39149971600,8,14,6
39149971700,7,13,6
39149971800,8,14,6
39149971900,7,13,6
39149972000,7,13,6
39149972100,7,13,6
39149972200,6,12,6
39149972300,7,13,6
39151700100,22,13,-9
39151700200,22,13,-9
39151700300,22,13,-9
39151700400,23,14,-9
39151700500,22,13,-9
39151700600,23,14,-9
39151700700,23,14,-9
39151700800,22,13,-9
39151701000,22,13,-9
39151701100,21,12,-9
39151701200,21,12,-9
39151701300,21,12,-9
39151701500,21,12,-9
39151701700,22,13,-9
39151701800,21,12,-9
39151702100,21,12,-9
39151702300,20,11,-9
39151702500,20,11,-9
39151710200,24,15,-9
39151710300,24,15,-9
39151710400,25,16,-9
39151710500,24,15,-9
39151710600,23,14,-9
39151710700,24,15,-9
39151710800,23,14,-9
39151710900,23,14,-9
39151711000,24,14,-10
39151711111,24,14,-10
39151711112,24,14,-10
39151711121,24,14,-10
39151711122,23,13,-10
39151711202,19,9,-10
39151711211,20,10,-10
39151711212,20,10,-10
39151711311,21,11,-10
39151711312,21,11,-10
39151711321,22,12,-10
39151711322,22,12,-10
39151711402,21,11,-10
39151711411,21,11,-10
39151711412,20,10,-10
39151711501,21,12,-9
39151711502,22,13,-9
39151711600,21,12,-9
39151711700,23,14,-9
39151711800,23,13,-10
39151711900,22,12,-10
39151712000,23,13,-10
39151712102,23,14,-9
39151712111,22,12,-10
39151712112,23,13,-10
39151712201,24,14,-10
39151712202,24,15,-9
39151712300,23,14,-9
39151712400,22,13,-9
39151712500,22,13,-9
39151712601,23,14,-9
39151712602,22,13,-9
39151712700,22,13,-9
39151712800,22,13,-9
39151712900,22,13,-9
39151713000,21,12,-9
39151713100,21,12,-9
39151713201,20,11,-9
39151713202,19,10,-9
39151713300,19,10,-9
39151713401,20,11,-9
39151713402,20,11,-9
39151713501,21,12,-9
39151713502,20,11,-9
39151713600,21,11,-10
39151713700,21,11,-10
39151713900,20,11,-9
39151714000,20,11,-9
39151714100,20,11,-9
39151714200,20,11,-9
39151714302,21,12,-9
39151714400,19,10,-9
39151714600,18,9,-9
39151714701,19,10,-9
39151714702,18,9,-9
39151714801,17,8,-9
39151714802,18,9,-9
39151714901,19,10,-9
39151714902,20,11,-9
39151715000,21,12,-9
39153501100,26,11,-15
39153501700,26,12,-14
39153501800,24,11,-13
39153501900,25,12,-13
39153502101,26,11,-15
39153502102,27,12,-15
39153502200,26,11,-15
39153502300,27,12,-15
39153502500,26,12,-14
39153502600,26,13,-13
39153502700,27,12,-15
39153502800,26,13,-13
39153503100,26,13,-13
39153503200,25,14,-11
39153503300,24,14,-10
39153503400,26,13,-13
39153503500,25,14,-11
39153503600,25,13,-12
39153503701,25,14,-11
39153503702,26,14,-12
39153503800,24,14,-10
39153504100,26,13,-13
39153504200,26,12,-14
39153504400,25,12,-13
39153504500,26,12,-14
39153504600,25,13,-12
39153504700,25,13,-12
39153504800,24,13,-11
39153505200,24,11,-13
39153505300,25,12,-13
39153505400,24,11,-13
39153505500,24,12,-12
39153505600,24,12,-12
39153505700,23,11,-12
39153505800,23,11,-12
39153505900,24,12,-12
39153506100,24,9,-15
39153506200,24,9,-15
39153506400,25,10,-15
39153506500,25,10,-15
39153506600,26,11,-15
39153506700,24,10,-14
39153506800,25,11,-14
39153507101,24,9,-15
39153507102,24,9,-15
39153507201,25,10,-15
39153507202,25,10,-15
39153507203,25,10,-15
39153507300,26,11,-15
39153507400,26,11,-15
39153507500,25,10,-15
39153507600,26,11,-15
39153508000,24,9,-15
39153508301,26,12,-14
39153508399,23,10,-13
39153508600,24,10,-14
39153508800,23,9,-14
39153508900,26,12,-14
39153509000,27,12,-15
39153510100,22,10,-12
39153510200,22,10,-12
39153510301,21,10,-11
39153510302,22,11,-11
39153510400,22,10,-12
39153510500,22,10,-12
39153520103,27,12,-15
39153520104,27,11,-16
39153520105,28,12,-16
39153520106,28,12,-16
39153520201,26,11,-15
39153520202,27,11,-16
39153520301,25,10,-15
39153520302,26,11,-15
39153520400,26,10,-16
39153520500,27,11,-16
39153520600,27,11,-16
39153530101,28,12,-16
39153530103,27,11,-16
39153530104,27,12,-15
39153530105,27,11,-16
39153530108,28,13,-15
39153530401,28,12,-16
39153530402,28,12,-16
39153530501,28,12,-16
39153530502,28,12,-16
39153530603,26,10,-16
39153530604,27,11,-16
39153530605,27,11,-16
39153530606,27,11,-16
39153530700,27,11,-16
39153530800,28,12,-16
39153530901,27,12,-15
39153530902,28,13,-15
39153530903,27,13,-14
39153531001,26,14,-12
39153531002,25,15,-10
39153531101,25,15,-10
39153531102,24,14,-10
39153531103,24,14,-10
39153531401,22,12,-10
39153531405,23,13,-10
39153531500,22,12,-10
39153531601,22,11,-11
39153531602,21,11,-10
39153531701,20,9,-11
39153531702,21,10,-11
39153531801,23,12,-11
39153531802,23,13,-10
39153532001,21,9,-12
39153532003,22,8,-14
39153532004,22,9,-13
39153532202,23,8,-15
39153532301,22,7,-15
39153532302,23,8,-15
39153532501,23,7,-16
39153532502,23,7,-16
39153532600,24,8,-16
39153532701,26,10,-16
39153532702,26,10,-16
39153532703,25,9,-16
39153532705,25,10,-15
39153532706,25,9,-16
39153532708,27,11,-16
39153532901,24,9,-15
39153532902,25,9,-16
39153532999,23,13,-10
39153533000,22,11,-11
39153533101,26,10,-16
39153533102,26,10,-16
39153533200,26,10,-16
39153533400,23,8,-15
39153533501,22,7,-15
39153533502,22,7,-15
39153534000,25,9,-16
39153534100,25,9,-16
39155920300,28,14,-14
39155920400,29,15,-14
39155920500,28,16,-12
39155920600,27,15,-12
39155920700,27,14,-13
39155920800,28,15,-13
39155920900,28,15,-13
39155921000,28,14,-14
39155921100,28,14,-14
39155921200,27,13,-14
39155921300,27,13,-14
39155921400,28,14,-14
39155921500,29,15,-14
39155921600,28,16,-12
39155930101,26,12,-14
39155930102,27,13,-14
39155930200,25,11,-14
39155930300,25,11,-14
39155930400,25,11,-14
39155930500,25,11,-14
39155930600,26,12,-14
39155930700,27,13,-14
39155930800,26,12,-14
39155930900,26,12,-14
39155931000,26,12,-14
39155931100,26,12,-14
39155931200,27,13,-14
39155931300,28,14,-14
39155931400,29,15,-14
39155931500,28,15,-13
39155931601,29,16,-13
39155931602,29,16,-13
39155931700,29,16,-13
39155931900,29,15,-14
39155932000,28,14,-14
39155932200,29,15,-14
39155932300,29,15,-14
39155932500,28,17,-11
39155932600,28,16,-12
39155932701,29,15,-14
39155932702,29,16,-13
39155932801,28,16,-12
39155932802,28,17,-11
39155932900,28,14,-14
39155933001,27,13,-14
39155933002,27,13,-14
39155933100,28,14,-14
39155933301,27,16,-11
39155933302,27,17,-10
39155933400,26,15,-11
39155933500,26,14,-12
39155933600,27,14,-13
39155933700,27,13,-14
39155933800,29,15,-14
39155933900,28,16,-12
39157020100,17,9,-8
39157020200,18,10,-8
39157020300,19,10,-9
39157020400,19,11,-8
39157020500,17,9,-8
39157020600,18,10,-8
39157020700,18,10,-8
39157020800,18,11,-7
39157020900,19,11,-8
39157021000,18,11,-7
39157021100,18,10,-8
39157021200,18,11,-7
39157021300,16,9,-7
39157021400,16,9,-7
39157021500,17,10,-7
39157021600,18,12,-6
39157021700,16,9,-7
39157021800,16,10,-6
39157021900,17,11,-6
39157022001,18,11,-7
39157022002,18,12,-6
39159050100,8,9,1
39159050200,7,10,3
39159050301,6,11,5
39159050303,7,11,4
39159050304,7,10,3
39159050400,7,12,5
39159050500,7,11,4
39159050601,7,11,4
39159050602,7,10,3
39159050700,6,11,5
39161020100,10,12,2
39161020200,10,13,3
39161020300,10,14,4
39161020400,9,13,4
39161020500,11,12,1
39161020600,11,13,2
39161020700,11,14,3
39161020800,11,14,3
39161020900,11,13,2
39163953000,9,14,5
39163953100,10,15,5
39163953200,10,15,5
39165030101,12,21,9
39165030102,11,21,10
39165030200,12,22,10
39165030501,10,21,11
39165030503,10,21,11
39165030504,10,21,11
39165030600,10,21,11
39165030700,10,21,11
39165030800,9,20,11
39165030900,9,20,11
39165031000,8,19,11
39165031100,8,19,11
39165031200,9,20,11
39165031300,10,21,11
39165031400,10,21,11
39165031500,11,22,11
39165031600,10,21,11
39165031902,11,22,11
39165031903,11,22,11
39165031904,12,23,11
39165032003,11,22,11
39165032004,13,24,11
39165032005,12,23,11
39165032006,12,23,11
39165032007,11,22,11
39165032100,10,21,11
39165032201,10,21,11
39165032202,10,21,11
39165032300,9,20,11
39165032400,9,20,11
39165032501,11,22,11
39165032502,11,22,11
39167020101,14,15,1
39167020102,14,15,1
39167020200,13,14,1
39167020300,14,14,0
39167020400,15,14,-1
39167020500,15,15,0
39167020800,16,14,-2
39167020900,16,14,-2
39167021000,16,14,-2
39167021100,16,13,-3
39167021200,15,12,-3
39167021300,14,12,-2
39167021400,15,13,-2
39167021500,15,13,-2
39167021600,14,13,-1
39167021700,13,13,0
39169000100,18,6,-12
39169000200,18,6,-12
39169000300,18,6,-12
39169000500,17,6,-11
39169000600,17,5,-12
39169000700,17,5,-12
39169000800,18,6,-12
39169000900,18,7,-11
39169001000,19,8,-11
39169001100,19,9,-10
39169001200,19,9,-10
39169001300,18,8,-10
39169001400,17,7,-10
39169001700,16,7,-9
39169001800,16,6,-10
39169001900,15,5,-10
39169002000,16,5,-11
39169002100,16,4,-12
39169002200,17,4,-13
39169002300,17,5,-12
39169002400,18,6,-12
39169002500,19,7,-12
39169002901,21,9,-12
39169002902,20,8,-12
39169003000,19,8,-11
39169003100,19,8,-11
39169003200,18,8,-10
39169003300,17,8,-9
39169003400,20,8,-12
39169003500,20,7,-13
39169003700,17,7,-10
39169980000,19,7,-12
39171950100,16,13,-3
39171950200,16,14,-2
39171950300,17,14,-3
39171950400,16,13,-3
39171950500,15,12,-3
39171950600,16,13,-3
39171950700,16,13,-3
39171950800,15,13,-2
39171950900,15,13,-2
39173020100,16,8,-8
39173020200,17,9,-8
39173020300,16,9,-7
39173020401,16,10,-6
39173020402,16,10,-6
39173020500,16,11,-5
39173020601,16,10,-6
39173020602,15,11,-4
39173020700,15,9,-6
39173020800,16,9,-7
39173020900,16,8,-8
39173021000,15,9,-6
39173021100,14,9,-5
39173021200,14,10,-4
39173021300,14,10,-4
39173021400,13,9,-4
39173021500,13,9,-4
39173021600,14,10,-4
39173021701,14,10,-4
39173021702,15,11,-4
39173021800,14,10,-4
39173021901,14,10,-4
39173021902,14,10,-4
39173022100,14,8,-6
39173022200,13,8,-5
39173022300,12,8,-4
39173022400,12,9,-3
39173022500,13,9,-4
39175938000,11,6,-5
39175938100,11,7,-4
39175938200,10,7,-3
39175938300,11,7,-4
39175938400,11,8,-3
39175938500,11,7,-4
