"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",711258,577388.60130719,208710.109019608,179141.700392157,1126.55235294118,4738.51352941176,393716.875294118,387851.809411765,53.8118178012752,46.1881821987248,98.5103341384665,55.355001320775,68.1892358807838,7.62363560255037,"Democrat"
"2",722894,589049.39869281,140275.220980392,273397.219607843,1023.18764705882,5559.59647058823,420255.224705882,413672.440588235,33.9097332132939,66.0902667867061,98.4336223012447,58.1351103627755,71.3446487915092,-32.1805335734123,"Republian"
"3",713562,636424,237537.33,170195.05,1230.33,5488.32,414451.03,407732.38,58.2581471699648,41.7418528300352,98.3789037754352,58.0819928751811,65.121841728156,16.5162943399295,"Democrat"
"4",728114,555324,146062.98,186359.66,1145.91,4502.22,338070.77,332422.64,43.9389386956316,56.0610613043684,98.3293054291562,46.4310217905438,60.8781125973306,-12.1221226087369,"Republian"
"5",727120,630620,257460.34,146618.65,1412.58,4792.33,410283.9,404078.99,63.7153493182113,36.2846506817887,98.487654524099,56.425885685994,65.060400875329,27.4306986364225,"Democrat"
"6",711725,558864,130159.43,221667.81,1190.7,4253.11,357271.05,351827.24,36.9952679047819,63.0047320952181,98.4762801240123,50.1979064947838,63.9280844713562,-26.0094641904362,"Republian"
"7",719283,540078,96849.09,225376.34,978.34,3414.35,326618.12,322225.43,30.0563149221339,69.9436850778661,98.6550991108515,45.4088474216685,60.4761016001392,-39.8873701557323,"Republian"
"8",729043,550854,116830.03,234182.26,1209.82,3518.56,355740.67,351012.29,33.2837434267615,66.7162565732385,98.6708351339193,48.7955676139816,64.5798469285872,-33.432513146477,"Republian"
"9",712009,561709,147693.81,206565.89,1108.38,4215.48,359583.56,354259.7,41.6908302016854,58.3091697983146,98.5194373179908,50.5026706123097,64.0159869256145,-16.6183395966293,"Republian"
"10",721673,544718,88160.63,264825.78,1072.21,4453.35,358511.97,352986.41,24.975644246474,75.024355753526,98.4587516003998,49.6778970530975,65.8160681306658,-50.0487115070521,"Republian"
"11",721155,584202,164349.21,226049.26,1180.42,4100.71,395679.6,390398.47,42.0978109878351,57.9021890121649,98.6653014206444,54.8674834120265,67.7299290313967,-15.8043780243298,"Republian"
"12",726680,558846.826948338,210711.779824244,127813.135089887,1200.84984235083,3125.85586299508,342851.620619477,338524.914914131,62.2440980090617,37.7559019909383,98.7380238432217,47.1805499834146,61.3498375738602,24.4881960181234,"Democrat"
"13",713779,558142.173051662,242926.820175756,103232.514910114,1192.18015764917,2702.45413700492,350053.969380523,346159.335085869,70.1777463593448,29.8222536406552,98.8874189024206,49.0423463537766,62.7177063984595,40.3554927186895,"Democrat"
"14",724488,569971,166113.53,199107.08,1255.73,3552.8,370029.14,365220.61,45.4830657010293,54.5169342989707,98.7004996417309,51.0745712834443,64.9206959652333,-9.03386859794143,"Republian"
"15",722185,557335,180321.86,168022.67,1238.13,4162.63,353745.29,348344.53,51.7653772258172,48.2346227741828,98.4732630645061,48.9826415669115,63.4708550512708,3.53075445163443,"Democrat"
"16",731536,566939,144975.02,222269.05,1240.12,4988.41,373472.6,367244.07,39.4764767746965,60.5235232253035,98.3322658743908,51.0532085912382,65.8752705317503,-21.0470464506071,"Republian"
