"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",710739,543595.093343734,98186.0065314613,246349.84925377,1149.00835673427,3850.15225689028,349535.016398856,344535.855785231,28.4980517652323,71.5019482347677,98.5697682981439,49.1790961800121,64.3006202003801,-43.0038964695354,"Republian"
"2",725790,555187,112002.38,232474.5,1040.31,3877.59,349394.78,344476.88,32.5137582528035,67.4862417471965,98.592451781907,48.1399275272462,62.9328100261713,-34.972483494393,"Republian"
"3",715582,602732,219659.17,138024.81,1366.26,4371.12,363421.36,357683.98,61.4115203034813,38.5884796965187,98.4212870701931,50.7868224745731,60.2956803355388,22.8230406069626,"Democrat"
"4",730187,659532.906656266,264887.113468539,177433.89074623,1260.54164326573,5787.85774310972,449369.403601144,442321.004214769,59.8857189562544,40.1142810437456,98.4314910339041,61.5416877595937,68.1344932248158,19.7714379125089,"Democrat"
"5",710706,579637,151028.56,236441.09,979.92,4812.95,393262.52,387469.65,38.9781651285462,61.0218348714538,98.526971245569,55.3340650001548,67.8463452126072,-22.0436697429076,"Republian"
"6",726015,567089,158875.67,198893.34,1172.81,4905.85,363847.67,357769.01,44.4073314231437,55.5926685768563,98.329339308398,50.1157235043353,64.1605938397676,-11.1853371537127,"Republian"
"7",720374,562148.39869281,113267.000980392,253284.679607843,1001.13764705882,4670.60647058824,372223.424705882,366551.680588235,30.9006906744019,69.0993093255981,98.4762527715367,51.6708577358264,66.2144418753892,-38.1986186511963,"Republian"
"8",724765,586092.60130719,222081.219019608,158915.530392157,1280.55235294118,4628.13352941177,386905.435294118,380996.749411765,58.289531173819,41.710468826181,98.4728346145199,53.3835705772378,66.0143865374148,16.5790623476381,"Democrat"
"9",717500,583008,220730.37,204421.52,1073.86,3840.07,430065.82,425151.89,51.9180027636711,48.0819972363289,98.8574004788383,59.9394871080139,73.7667098907733,3.83600552734227,"Democrat"
"10",718133,564586.939831844,203633.910727798,119992.098985812,1174.05290068313,2650.0559774041,327450.118591697,323626.00971361,62.9226034421653,37.0773965578347,98.8321552929851,45.5974197804164,57.998174504218,25.8452068843306,"Democrat"
"11",719876,556187,142883.03,194964.5,1212.66,3938.3,342998.49,337847.53,42.2921635685778,57.7078364314222,98.4982557794934,47.6468850190866,61.6696344934348,-15.4156728628444,"Republian"
"12",723905,565187,156612.01,203248.81,1198.47,3855.96,364915.25,359860.82,43.5201614891001,56.4798385108999,98.6149030494067,50.4092733162501,64.5654004780719,-12.9596770217997,"Republian"
"13",716272,542698.060168155,195512.299272202,128163.701014188,1271.86709931687,3476.2540225959,328424.121408303,323676.00028639,60.4037058970117,39.5962941029883,98.5542715006582,45.8518721111956,60.5169145632362,20.8074117940234,"Democrat"
"14",728048,569678,184305.35,189824.03,1303.27,3492.79,378925.44,374129.38,49.2624636963822,50.7375363036178,98.7342998137048,52.046766147287,66.5157229171567,-1.47507260723556,"Republian"
"15",719065,532574,86253.87,251683.87,1042.84,4244.47,343225.05,337937.74,25.5235979266477,74.4764020733524,98.4595209469705,47.7321313094088,64.4464525117637,-48.9528041467047,"Republian"
"16",729547,570532,149219.23,220707.85,1277.88,5166.53,376371.49,369927.08,40.3374713740881,59.6625286259119,98.2877528794755,51.5897522709298,65.9685153505851,-19.3250572518238,"Republian"
