"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",703106,540688.789716927,124211.54333911,228678.784055459,1187.79140381282,4393.09608896591,358471.214887348,352890.32739457,35.1983417216841,64.8016582783159,98.4431420819849,50.9839504836182,66.2989915280143,-29.6033165566319,"Republian"
"2",730833,561211,165732.12,181070.29,1274.02,4745.23,352821.66,346802.41,47.7886298425666,52.2113701574334,98.2939681197577,48.2766459642627,62.867915988817,-4.42274031486689,"Republian"
"3",716946,568522.210283073,144743.55666089,228155.655944541,1186.00859618717,4232.09391103408,378317.315112652,372899.21260543,38.8157313740549,61.1842686259451,98.567841784982,52.7678953662691,66.5439816193431,-22.3685372518902,"Republian"
"4",726920,574609,131032.85,255022.55,1095.44,5073.55,392224.39,386055.4,33.9414628055973,66.0585371944027,98.4271783812322,53.9570227810488,68.2593537518556,-32.1170743888054,"Republian"
"5",724227,569800.267810252,193385.814507649,160749.473287095,1192.66333104997,3406.92211839251,358734.873244187,354135.287794745,54.607891721803,45.392108278197,98.7178315261501,49.5334851150519,62.9580036216565,9.21578344360591,"Democrat"
"6",712906,544217,155624.88,181641.76,1252.88,3470.91,341990.43,337266.64,46.1429805212872,53.8570194787128,98.6187362026475,47.9713216048119,62.8408208490363,-7.71403895742552,"Republian"
"7",720508,563593.732189748,250245.465492351,104061.446712905,1184.57666895003,2480.58788160749,357972.076755813,354306.912205256,70.6295747759444,29.3704252240556,98.9761311597894,49.683289672816,63.5159790306704,41.2591495518888,"Democrat"
"8",728092,585002,198401.18,182515.45,1173.95,3863.27,385953.85,380916.63,52.0851977504894,47.9148022495106,98.6948646839512,53.0089398043104,65.9747915391742,4.17039550097879,"Democrat"
"9",710952,603387,199853.1,156129.37,1215.44,4487.1,361685.01,355982.47,56.1412757206837,43.8587242793163,98.4233407959042,50.8733374405023,59.942459814348,12.2825514413673,"Democrat"
"10",718947,625577,253026.36,162225.37,1378.06,5187.65,421817.44,415251.73,60.9332464430672,39.0667535569328,98.44347118507,58.6715627160277,67.428540371529,21.8664928861344,"Democrat"
"11",718648,544747,107746.88,234266.68,1177.97,3552.28,346743.81,342013.56,31.5036865789766,68.4963134210234,98.6358083796795,48.2494642717993,63.6522660978399,-36.9926268420469,"Republian"
"12",733850,548399,97044.9,229598.25,1034.92,3458.1,331136.17,326643.15,29.7097612486287,70.2902387513713,98.6431503390282,45.1231409688628,60.3823438773593,-40.5804775027427,"Republian"
"13",713344,564259,121887.35,244768.27,1016.59,4635.04,372307.25,366655.62,33.2430060665646,66.7569939334354,98.4819984032006,52.1918247016867,65.9816236869948,-33.5139878668709,"Republian"
"14",728950,598880,169872.66,234825.34,1104.92,5688.23,411491.15,404698,41.9751666674903,58.0248333325097,98.3491382499964,56.4498456684272,68.7101172188084,-16.0496666650193,"Republian"
"15",719170,561916,137477.22,224548.22,1020.04,4307.77,367353.25,362025.44,37.9744638940291,62.0255361059709,98.5496766395833,51.0801688057066,65.3751183450907,-24.0510722119418,"Republian"
"16",729105,585656,228851.31,146567.16,1310.17,4586.86,381315.5,375418.47,60.9589906431615,39.0410093568385,98.4535037259173,52.2991201541616,65.1091254934637,21.917981286323,"Democrat"
