"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",710130,570091,175225.7,186592.9,1150.28,3727.75,366696.63,361818.6,48.429157594441,51.570842405559,98.669736888501,51.6379578387056,64.3224730788593,-3.14168481111804,"Republian"
"2",722277,559910,144929.42,200105.19,1197.84,3993.21,350225.66,345034.61,42.0043137121809,57.9956862878191,98.5177984959754,48.4891059801157,62.5503491632584,-15.9913725756381,"Republian"
"3",717235,563308.166666667,198083.50129538,177434.194059406,1204.96479372937,3480.38882013201,380203.048968647,375517.695354785,52.7494452979725,47.2505547020275,98.7676706889724,53.0095504219185,67.4946807923041,5.49889059594499,"Democrat"
"4",725694,564348.833333333,244126.68870462,92996.3259405941,1187.43520627063,2418.93117986799,340729.381031353,337123.014645214,72.4147204727442,27.5852795272558,98.9415745788571,46.9522114047178,60.375668541535,44.8294409454883,"Democrat"
"5",714470,588215,199238.48,216978.72,1106.2,5583.45,422906.85,416217.2,47.8688723099382,52.1311276900618,98.4181741203766,59.1916875446135,71.8966449342502,-4.26225538012361,"Republian"
"6",721729,547321,93403.5599999999,240680.72,868.97,3382.43,338335.68,334084.28,27.9580829124914,72.0419170875086,98.743437286898,46.8784931740307,61.8166816182825,-44.0838341750172,"Republian"
"7",725698,544929,135410.32,210379.35,1218.37,3271.86,350279.9,345789.67,39.1597354542141,60.8402645457859,98.7181022947649,48.2679985338254,64.279915365121,-21.6805290915718,"Republian"
"8",726823,563865,128580.37,226974.83,1244.89,4220.8,361020.89,355555.2,36.1632652257652,63.8367347742348,98.4860460567808,49.6710877338774,64.0261215007138,-27.6734695484696,"Republian"
"9",713434,625794,263758.16,112583.79,1345.4,4557.42,382244.77,376341.95,70.0847088664976,29.9152911335024,98.4557486555016,53.5781543912962,61.0815651795958,40.1694177329952,"Democrat"
"10",724921,610426,173451.73,242323.98,1269.63,5214.34,422259.68,415775.71,41.7176198195897,58.2823801804102,98.4644591214581,58.249061621887,69.1745895489379,-16.5647603608205,"Republian"
"11",717943,563006,160002.88,204798.42,1140.8,4890.99,370833.09,364801.3,43.8602822961431,56.1397177038569,98.3734488203305,51.652163194014,65.8666319719505,-12.2794354077137,"Republian"
"12",726724,590275,159734.92,222364.42,1151.74,5384.38,388635.46,382099.34,41.8045527113446,58.1954472886554,98.3181874345691,53.4777246932811,65.8397289399009,-16.3908945773107,"Republian"
"13",712524,543333,166032.36,167451.32,1236.49,4534.89,339255.06,333483.68,49.7872519578769,50.2127480421231,98.2988079824071,47.6131414520774,62.4396199016073,-0.425496084246163,"Republian"
"14",721162,576979,172790.67,203892.74,1233.63,4092.87,382009.91,376683.41,45.8715901504661,54.1284098495339,98.6056644446737,52.9714419228967,66.208633243151,-8.2568196990677,"Republian"
"15",721018,541689,87171.06,265843.03,1071.99,4574.11,358660.19,353014.09,24.6933656387483,75.3066343612517,98.4257801235203,49.7435833779462,66.2114589736916,-50.6132687225034,"Republian"
"16",734722,586975,177197.37,183424.14,1176.81,4240.87,366039.19,360621.51,49.136661315627,50.863338684373,98.519918044841,49.8200938586295,62.3602691767111,-1.72667736874602,"Republian"
