"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",703346,560033,169255.08,189363.1,1147.9,4971.24,364737.32,358618.18,47.1964583613692,52.8035416386308,98.3223159066914,51.8574528041675,65.1278263959445,-5.60708327726163,"Republian"
"2",730350,579254,116634.56,268281.82,1009.04,4563.47,390488.89,384916.38,30.301272188001,69.698727811999,98.5729401929975,53.4659943862532,67.4123769538061,-39.3974556239981,"Republian"
"3",719991,540483,94062.79,256381.46,1155.06,4852.76,356452.07,350444.25,26.8410139415898,73.1589860584102,98.3145503966354,49.5078507925793,65.9506533970541,-46.3179721168203,"Republian"
"4",728186,634736,235770.31,183134.69,1246.57,5396.82,425548.39,418905,56.2825246774328,43.7174753225672,98.43886379173,58.4395182000203,67.0433676363086,12.5650493548656,"Democrat"
"5",712488,562197,130433.13,224822,1102.04,4119.72,360476.89,355255.13,36.7153403245718,63.2846596754282,98.5514300237111,50.5940998304533,64.1193193844862,-26.5693193508564,"Republian"
"6",725172,600377,206397.49,146752.57,1315.41,4400.6,358866.07,353150.06,58.4446991174234,41.5553008825767,98.4072024418469,49.4870279051039,59.7734540130618,16.8893982348467,"Democrat"
"7",719579,580369,229257.48,146671.96,1255.93,4576.93,381762.3,375929.44,60.9841783075037,39.0158216924963,98.4721225747016,53.0535632640752,65.7792370026655,21.9683566150073,"Democrat"
"8",724070,567977,120156.96,254516.51,934.7,4593.54,380201.71,374673.47,32.0697806546057,67.9302193453943,98.5459718211157,52.5089715082796,66.939631358312,-35.8604386907886,"Republian"
"9",712560,565396.172559686,140371.013889393,230333.114221819,1170.29053792687,4554.47196131762,376428.890610456,370704.128111212,37.8660509135957,62.1339490864043,98.4791915174309,52.8276763515292,66.577898627483,-24.2678981728086,"Republian"
"10",723410,559339,178357.01,166958.27,1273.89,4703.35,351292.52,345315.28,51.6504830020843,48.3495169979157,98.2985006341723,48.560639194924,62.8049394016866,3.30096600416869,"Democrat"
"11",720796,566959.651735325,208275.041208221,114850.792227928,1216.38192049685,2734.22723607934,327076.442592725,323125.833436149,64.4563261913806,35.5436738086194,98.7921450027829,45.377116769894,57.6895448541398,28.9126523827612,"Democrat"
"12",726312,569173.175704989,213432.784902386,154677.043550253,1270.80754157628,3386.52080260304,372767.156796819,368109.828452639,57.9807352060001,42.0192647939999,98.750606575912,51.3232821152368,65.4927485532153,15.9614704120003,"Democrat"
"13",713690,588151,226052.63,186826.26,1047.08,3611.24,417537.21,412878.89,54.7503482195469,45.2496517804531,98.8843341650915,58.504001737449,70.9914987817754,9.50069643909382,"Democrat"
"14",727250,562944,144286.86,199655.99,1195.39,4036.67,349174.91,343942.85,41.9508240976662,58.0491759023338,98.5015933704973,48.0130505328291,62.0265799084811,-16.0983518046675,"Republian"
"15",719251,552711,153728.24,202071.24,1228.2,3427.29,360454.97,355799.48,43.2064262713369,56.7935737286631,98.7084406132616,50.1153241358024,65.2158126036934,-13.5871474573263,"Republian"
"16",730053,550365,112665.81,229527.25,1236.75,3639.84,347069.65,342193.06,32.9246332465071,67.0753667534929,98.5949246786632,47.5403361125836,63.0617226749521,-34.1507335069858,"Republian"
