"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",709615,565546,126007.4,260444.49,945.1,5012.94,392409.93,386451.89,32.6062320461157,67.3937679538843,98.4816796047949,55.2989902975557,69.3860322590912,-34.7875359077685,"Republian"
"2",720592,580273,230528,144668.12,1271.44,4716.96,381184.52,375196.12,61.441999986567,38.558000013433,98.4290023110068,52.8987998756578,65.6905491036116,22.883999973134,"Democrat"
"3",726644,566583,152509.84,195774.94,1143.41,3776.94,353205.13,348284.78,43.7888328051545,56.2111671948455,98.6069426568068,48.6077267547795,62.3395213057928,-12.4223343896911,"Republian"
"4",718175,627162,221085.48,152465.31,1221.6,4962.21,379734.6,373550.79,59.1848514093626,40.8151485906374,98.3715442311551,52.8749399519616,60.5480880538043,18.3697028187251,"Democrat"
"5",707724,549233,125135.21,236729.11,1152.99,4722.65,367739.96,361864.32,34.5806986441769,65.4193013558231,98.4022296625039,51.960928271473,66.9551829551393,-30.8386027116462,"Republian"
"6",730033,582736,151989.89,241189.69,1138.38,5387.53,399705.49,393179.58,38.6566082602764,61.3433917397236,98.3673203988266,54.7517016354055,68.591178509651,-22.6867834794472,"Republian"
"7",717908,556121,143460.1,202218.53,1170.82,4629.04,351478.49,345678.63,41.5010034030741,58.4989965969259,98.3498677259027,48.9587091939357,63.2018014065284,-16.9979931938518,"Republian"
"8",732229,584746,137609.43,245514.4,1016.74,4454,388594.57,383123.83,35.9177423132359,64.0822576867641,98.5921728139433,53.0700873633795,66.4552763080038,-28.1645153735282,"Republian"
"9",713209,549507,107855.87,232366.11,1202.28,3819.3,345243.56,340221.98,31.7016172794009,68.2983827205991,98.5454964025976,48.407067213117,62.8278729843296,-36.5967654411981,"Republian"
"10",720681,554579,134149.46,205437.23,1274.54,3636.78,344498.01,339586.69,39.5037449789331,60.4962550210669,98.5743546094795,47.8017333605299,62.1188342869096,-20.9925100421339,"Republian"
"11",719051,559645,165731.16,184931.27,1247.72,4191.62,356101.77,350662.43,47.2623086539382,52.7376913460618,98.4725321640496,49.5238543580358,63.6299386218049,-5.47538269212357,"Republian"
"12",729727,601517,181411.65,215668.8,1194.25,4693.25,402967.95,397080.45,45.686371615626,54.313628384374,98.5389656919365,55.2217404591032,66.9919470272661,-8.62725676874798,"Republian"
"13",718189,562067.332566986,193013.373545603,136707.219660868,1239.87148719601,3167.23916300138,334127.703856669,329720.593206472,58.5384648464277,41.4615351535723,98.6810101050202,46.5236454271326,59.4462059075189,17.0769296928554,"Democrat"
"14",725440,561563,183630.65,162563.92,1278.85,4104.79,351578.21,346194.57,53.0426141576975,46.9573858423025,98.4687219381429,48.4641334913983,62.6070823754414,6.08522831539504,"Democrat"
"15",723021,570946,181335.44,219273.13,1160.14,3806.04,405574.75,400608.57,45.2649927084685,54.7350072915315,98.7755204188624,56.094463369667,71.0355707895318,-9.47001458306302,"Republian"
"16",724266,568240.667433014,243684.236454397,118871.800339132,1147.30851280399,2487.40083699862,366190.746143331,362556.036793528,67.2128475944181,32.7871524055819,99.0074273071936,50.5602563344587,64.4428966686898,34.4256951888362,"Democrat"
