"District","Missing Race Data Flag","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",FALSE,718271,90.0182521638769,6.8286203953661,0.602975757061054,0.0527655996135163,0.23473034551026,1.80628203004159,0.456373708530624,9.98174783612313,80.0365043277537,4,99.6171457141609
"2",FALSE,721075,86.8739035467878,9.26172728218285,1.10765176992685,0.0234372291370523,0.193599833581805,1.93599833581805,0.603682002565614,13.1260964532122,73.7478070935756,4,100.006033023523
"3",FALSE,720134,68.5275240441362,21.8664859595575,3.60696759214257,0.0651267680737196,0.265783868002344,3.05290404285869,2.61520772522892,31.4724759558638,37.0550480882725,1,99.8755255491612
"4",FALSE,723060,90.5913755428319,3.17940419882167,3.53635936160208,0.0297347384726026,0.174950903106243,1.80109534478467,0.687079910380881,9.40862445716814,81.1827510856637,4,100.281333062425
"5",FALSE,721967,91.1038870197668,5.85276058323995,0.544346209729808,0.021746146292005,0.219954651666904,1.85105413405322,0.406251255251279,8.89611298023317,82.2077740395337,4,100.129744678284
"6",FALSE,725108,80.1270983081141,14.1796808199606,1.62610259437215,0.0521301654374245,0.251548734809159,2.54927541828252,1.21416395902403,19.8729016918859,60.2541966162282,3,100.565370583671
"7",FALSE,716780,95.4387678227629,1.80794665029716,0.558051284913084,0.0172995898323056,0.304416975920087,1.62058093138759,0.252936744886855,4.56123217723709,90.8775356455258,5,99.4103586320431
"8",FALSE,719979,74.2035531591894,20.5758779075501,2.19450845094093,0.0615295723903058,0.203478157001801,1.94130662144313,0.819746131484391,25.7964468408106,48.4071063183787,2,99.8540285687935
"9",FALSE,719979,79.8328840146726,15.600871692091,1.47309852092908,0.0261118727073984,0.213478448676975,2.10200575294557,0.751549697977302,20.1671159853274,59.6657680293453,2,99.8540285687935
"10",FALSE,720505,80.9757045405653,12.7205224113643,2.44148201608594,0.0800827197590579,0.189866829515409,2.05217174065412,1.54016974205592,19.0242954594347,61.9514090811306,3,99.9269796118477
"11",FALSE,721057,93.7613808617072,2.70103473095747,0.625748033789284,0.0350873786677059,0.206779769144464,1.63038428307332,1.03958494266057,6.23861913829282,87.5227617234144,5,100.003536599996
"12",FALSE,721839,82.5099502797715,11.7753404845125,1.2411354886616,0.0241050982282753,0.263493659943561,2.37268975491765,1.81328523396491,17.4900497202285,65.0199005595431,3,100.111992333206
"13",FALSE,720086,86.1791508236516,9.30861036042917,2.10211002574692,0.0147204639445844,0.142344108898104,1.70271328702405,0.550350930305547,13.8208491763484,72.3583016473033,4,99.868868419757
"14",FALSE,721666,71.4071329396147,22.8587740034864,1.59062502598155,0.0203695338286687,0.219907824395219,2.04845454822591,1.85473612446755,28.5928670603853,42.8142658792295,1,100.087998929312
"15",FALSE,721322,83.416976052304,9.45680292573913,1.31314447639196,0.0230133005786597,0.280873174532317,2.85656059291135,2.65262947754262,16.583023947696,66.8339521046079,3,100.040289501915
"16",FALSE,723676,68.1749843852774,27.1613263394116,2.0856018439191,0.0167201896981522,0.143157987828807,1.64838961082031,0.769819643044677,31.8250156147226,36.3499687705548,1,100.366766223112
"Ohio Total",FALSE,11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
