"District","Population","White %","Black %","Asian %","NHPI %","AIAN %","Two or More Races %","Other %","Non-White %","White % Minus Non-White %","Race Score","Population Target Ratio"
"1",703346,77.6135785232304,16.9582253968886,2.00811549365462,0.0352600284923779,0.239426967665985,2.37976756816702,0.765626021901027,22.3864214767696,55.2271570464608,2,97.5471945400444
"2",730350,90.8152255767783,5.4316423632505,0.944478674608065,0.0405285137262956,0.189087423837886,1.68946395563771,0.889573492161293,9.18477442322174,81.6304511535565,4,101.292384590687
"3",719991,93.1347752958023,3.19906776612485,0.647508093851173,0.0262503281291016,0.20403032815688,1.70516020339143,1.08320798454425,6.86522470419769,86.2695505916046,5,99.8556928511445
"4",728186,80.3260430714131,10.997190278308,4.50750220410719,0.0361171458940436,0.205853998840955,2.48205815547127,1.44523514596545,19.6739569285869,60.6520861428261,3,100.992259006715
"5",712488,91.3187309821358,5.22493010408596,0.880014821302254,0.0213336926376304,0.256004311651565,1.86248750856155,0.436498579625201,8.68126901786417,82.6374619642717,4,98.8151003111515
"6",725172,70.2586420876702,21.7153999327056,2.34275454650759,0.0777746520825404,0.277037723464226,2.88593602621171,2.44245503135808,29.7413579123298,40.5172841753405,1,100.57424675621
"7",719579,65.5880730260333,27.4517460904223,3.01259486449716,0.101170267614814,0.212763296316318,2.24742523058622,1.3862272245299,34.4119269739667,31.1761460520665,1,99.7985524904252
"8",724070,93.864267266977,2.4797326225365,1.30677973124145,0.0285883961495436,0.251218804811689,1.55371718204041,0.515695996243457,6.13573273302305,87.7285345339539,5,100.421410160305
"9",712560,89.5431963624116,6.47482317278545,1.06854159649714,0.0280678118333895,0.202088245200404,1.86749186033457,0.815790950937465,10.4568036375884,79.0863927248232,4,98.8250860052577
"10",723410,81.019753666662,12.8911682171936,1.29138386253992,0.0237762817765859,0.28103012123139,2.69252567700198,1.8003621735945,18.9802463333379,62.0395073333241,3,100.329874630997
"11",720796,67.4242087913917,24.5314901858501,2.47670630802613,0.0274696307970632,0.250140122864167,2.42412555008629,2.86585941098452,32.5757912086083,34.8484175827835,1,99.9673384588607
"12",726312,73.7243774025488,20.9408628798643,1.27479650618467,0.016108779697981,0.196196675808743,2.17358380420536,1.67407395169018,26.2756225974512,47.4487548050975,2,100.732353579559
"13",713690,81.5673471675377,13.5952584455436,2.73367988902745,0.0177948408973084,0.122882483991649,1.55697852008575,0.406058652916532,18.4326528324623,63.1346943350755,3,98.9818059266481
"14",727250,86.6678583705741,9.62832588518391,1.10553454795462,0.0224132004125129,0.205018906840839,1.94719834994844,0.423650739085596,13.3321416294259,73.3357167411482,4,100.862444983333
"15",719251,87.9192382075242,8.81973052522694,0.678066488611069,0.0207159948335143,0.190893026217551,1.73791902965724,0.633436727929471,12.0807617924758,75.8384764150484,4,99.7530621061632
"16",730053,92.1378310889757,5.01785486807122,0.388054017995954,0.0401340724577531,0.223819366539142,1.76685802263671,0.425448563323485,7.86216891102427,84.2756621779515,4,101.251193602499
"Ohio Total",11536504,82.6891491564515,12.2019721052409,1.66630202702656,0.0352446460383492,0.219234527201655,2.06097965206791,1.12711788597308,17.3108508435485,65.3782983129031,3,NA
