"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",724403,585200.826487524,188490.328859885,209564.658775432,1201.42062955854,4243.59555086373,403500.003815739,398054.987635317,47.3528368479012,52.6471631520988,98.6505536235611,55.7010398653428,68.950689327904,-5.29432630419758,"Republican"
"2",716093,593750,176124.63,238691.64,1164.73,5307.56,421288.56,414816.27,42.4584672148949,57.5415327851051,98.4636919644816,58.8315428303307,70.9538627368421,-15.0830655702102,"Republican"
"3",719219,544417,101967.38,250162.74,1113.68,4831.08,358074.88,352130.12,28.9573013521252,71.0426986478748,98.3397997647866,49.7866268827715,65.7721709645364,-42.0853972957497,"Republican"
"4",722281,556086,170360.96,173634.64,1281.99,4736.76,350014.35,343995.6,49.5241683323856,50.4758316676144,98.2804276453237,48.4595815202117,62.9424855148304,-0.951663335228702,"Republican"
"5",722978,559913,171400.94,195431.89,1221.84,3506.34,371561.01,366832.83,46.7245366233987,53.2754633766013,98.7274821973382,51.3931281449781,66.3604899332575,-6.5509267532026,"Republican"
"6",719254,541097,101618.45,232882.65,1089.66,3382.73,338973.49,334501.1,30.3791078713941,69.6208921286059,98.6806077372009,47.1284817324617,62.645605131797,-39.2417842572117,"Republican"
"7",724836,570489,240329.38,141661.81,1203.08,3023.66,386217.93,381991.19,62.9149012572777,37.0850987427223,98.9056075154253,53.2834917139877,67.6994525748963,25.8298025145554,"Democrat"
"8",721305,565190.173512476,198270.091140115,118245.481224568,1215.86937044146,2626.21444913628,320357.656184261,316515.572364683,62.6414964858892,37.3585035141108,98.8006892467187,44.413619229627,56.681391715171,25.2829929717784,"Democrat"
"9",722074,586018,195407.42,194394.36,1103.33,4975.13,395880.24,389801.78,50.1299455328295,49.8700544671705,98.464571002584,54.825438943931,67.5542799026651,0.259891065659069,"Democrat"
"10",718439,582945,146511.76,236600.4,1124.16,5396.21,389632.53,383112.16,38.2425240691916,61.7574759308084,98.3265334647495,54.2332097784224,66.8386434397757,-23.5149518616167,"Republican"
"11",720906,555405,126654.72,242796.42,1061.12,4327.2,374839.46,369451.14,34.2818593007996,65.7181406992004,98.5624992630178,51.9956083039952,67.4893924253473,-31.4362813984009,"Republican"
"12",724739,576006,168683.13,198648.89,1135.66,4357.31,372824.99,367332.02,45.9211614604139,54.0788385395861,98.5266626038131,51.442655907851,64.7258865359041,-8.15767707917215,"Republican"
"13",720166,561353.093343734,110031.486531461,230610.67925377,1195.12835673427,4226.44225689028,346063.736398856,340642.165785231,32.3011939164437,67.6988060835563,98.4333606664363,48.0533288712402,61.6481392019248,-35.3976121671126,"Republican"
"14",719764,568552,176869.64,186790.8,1233.96,4153.01,369047.41,363660.44,48.6359308150207,51.3640691849793,98.5403040763787,51.2733910003835,64.9100539616429,-2.72813836995857,"Republican"
"15",723233,609797.510831586,218736.020803634,132470.664734451,1283.75879804333,4562.45743535989,357052.901771488,351206.685538085,62.2812804569786,37.7187195430214,98.3626470463067,49.3690002767418,58.5526991221352,24.5625609139572,"Democrat"
"16",716814,584245.39582468,187680.852664905,172236.346011778,1176.0528452224,3912.99030774984,365006.241829656,359917.198676683,52.1455638560636,47.8544361439364,98.6057654445955,50.9206351758832,62.4748169926848,4.29112771212712,"Democrat"
