"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",718370,569921,145204.27,239388.71,1150.79,4488.28,390232.05,384592.98,37.7553095222903,62.2446904777097,98.5549444234527,54.3218745214861,68.4712530333151,-24.4893809554194,"Republican"
"2",721834,567085,138624.03,229047.32,1180.06,4212.35,373063.76,367671.35,37.7032450311943,62.2967549688057,98.5545607539044,51.6827636270943,65.786215470344,-24.5935099376114,"Republican"
"3",721787,560538,155730.16,206425.27,1211.08,4398.91,367765.42,362155.43,43.000918141694,56.999081858306,98.4745738193656,50.9520703476233,65.6093645747478,-13.9981637166119,"Republican"
"4",717961,551826,165252.97,173966.44,1252.44,4693.5,345165.35,339219.41,48.7156586941767,51.2843413058233,98.2773647470698,48.0757798821942,62.5496714544078,-2.56868261164655,"Republican"
"5",719445,569856,181107.78,175163.52,1247.05,3928.36,361446.71,356271.3,50.8342322269574,49.1657677730426,98.5681402384324,50.2396583477542,63.4277273556828,1.66846445391474,"Democrat"
"6",721019,540645,140810.18,203527.24,1180.28,3237.11,348754.81,344337.42,40.8930809785355,59.1069190214645,98.733382343888,48.3697114777835,64.5071738386557,-18.213838042929,"Republican"
"7",724519,569154.060168155,218737.899272202,155903.401014188,1231.43709931687,3200.1540225959,379072.891408303,374641.30028639,58.3859545397131,41.6140454602869,98.8309395838228,52.3206280868138,66.6028616744483,16.7719090794263,"Democrat"
"8",720541,562245.939831844,216010.250727798,108312.438985812,1188.49290068313,2575.1459774041,328086.328591697,324322.68971361,66.6034963260029,33.3965036739971,98.852851048612,45.533332397698,58.3528141954784,33.2069926520059,"Democrat"
"9",726078,553162,105305.54,262150.99,1063.91,4467.76,372988.2,367456.53,28.6579585345782,71.3420414654218,98.5169316348346,51.3702660044789,67.4283844515712,-42.6840829308436,"Republican"
"10",719830,573635,160386.49,209539.25,1137.1,5182.03,376244.87,369925.74,43.3564017470101,56.6435982529899,98.3204741103845,52.2685731353236,65.5895944285129,-13.2871965059798,"Republican"
"11",720045,580586,151306.99,229713.35,1071.18,4674.51,386766.03,381020.34,39.7110007303022,60.2889992696978,98.5144274433822,53.7141470324771,66.6164926470842,-20.5779985393955,"Republican"
"12",721941,587711,221264.33,172227.01,1187.37,4990.5,399669.21,393491.34,56.2310545385827,43.7689454614173,98.4542542068727,55.3603701687534,68.0043780021133,12.4621090771655,"Democrat"
"13",717509,578518.093343734,167773.106531461,198589.06925377,1345.78835673427,4249.10225689028,371957.066398856,366362.175785231,45.7943307525865,54.2056692474135,98.4958235454989,51.840055859767,64.2948026480916,-8.41133849482695,"Republican"
"14",720367,546420,98064.3799999999,234193.35,946.9,3454.49,336659.12,332257.73,29.5145518510585,70.4854481489415,98.6926271297804,46.7343895542133,61.6117858057904,-40.970896297883,"Republican"
"15",724923,570536,134323.78,224321.17,1097.93,4668.84,364411.72,358644.95,37.4531357544558,62.5468642455442,98.4175124773704,50.2690244343192,63.8718187809358,-25.0937284910885,"Republican"
"16",720335,658625.906656266,279235.033468539,132355.54074623,1313.63164326573,5147.64774310972,418051.853601144,411590.574214768,67.8429125840072,32.1570874159928,98.454431111663,58.035754697626,63.4733388675103,35.6858251680144,"Democrat"
