"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",717879,552170,164650.21,172338.71,1215.2,4660.21,342864.33,336988.92,48.8592354905912,51.1407645094088,98.286374671871,47.7607410162437,62.0939801148197,-2.28152901881759,"Republican"
"2",723357,549308,128485.84,212909.75,1246.37,4523.07,347165.03,341395.59,37.6354715068229,62.3645284931771,98.3381275470055,47.9935951404355,63.2004321801248,-24.7290569863542,"Republican"
"3",716601,582984,186973.13,219249.89,1124.99,4094,411442.01,406223.02,46.0272118502787,53.9727881497213,98.7315369181674,57.4157739104466,70.5751804509214,-7.94557629944259,"Republican"
"4",723053,553120,105197.13,230779.52,1215.67,3807.69,341000.01,335976.65,31.3108455602495,68.6891544397505,98.5268739434934,47.1611361822716,61.65027661267,-37.378308879501,"Republican"
"5",719824,576492.792807386,259168.599327767,142132.275170623,1133.88149037803,2956.54653789715,405391.302526666,401300.874498391,64.5821167600786,35.4178832399214,98.9909926525851,56.3181142232915,70.3202724447785,29.1642335201573,"Democrat"
"6",719933,564682.207192614,203535.770672233,122497.704829377,1221.72850962197,2850.61346210284,330105.817473334,326033.475501609,62.427875039239,37.572124960761,98.7663525584326,45.852297015602,58.458689377605,24.8557500784781,"Democrat"
"7",722781,544863,144592.28,197264.68,1258.64,3450.26,346565.86,341856.96,42.2961346172387,57.7038653827613,98.6412683580546,47.948944424383,63.6060551000894,-15.4077307655226,"Republican"
"8",722041,560421,151851.8,192538.52,1190.98,3861.09,349442.39,344390.32,44.092935016292,55.907064983708,98.5542480979483,48.3964747154247,62.3535502773807,-11.814129967416,"Republican"
"9",717863,551697,106893.97,238068.09,913.35,3847.88,349723.29,344962.06,30.9871671104932,69.0128328895068,98.638572226631,48.7172747446239,63.3904643309642,-38.0256657790135,"Republican"
"10",723729,582100,223113.94,156724.92,1269.02,4781.21,385889.09,379838.86,58.7391032081341,41.2608967918659,98.4321324036396,53.3195560769294,66.2925768768253,17.4782064162682,"Democrat"
"11",723611,582047,157012.43,205462.86,1331.66,4329.62,368136.57,362475.29,43.3167265001705,56.6832734998294,98.462179402606,50.874927274461,63.2485984808787,-13.3665469996589,"Republican"
"12",717235,632472,268920.62,124198.67,1330.32,4689.87,399139.48,393119.29,68.4068746664657,31.5931253335343,98.4917077107982,55.6497493847902,63.1078498336685,36.8137493329315,"Democrat"
"13",719603,579994,145448.65,232410.39,999.29,4528.4,383386.73,377859.04,38.4928332004443,61.5071667995557,98.558194750246,53.2775335844903,66.1018441570085,-23.0143335991114,"Republican"
"14",726856,574265,138894.13,225153.73,1095.66,5056.5,370200.02,364047.86,38.1527115692975,61.8472884307025,98.3381524398621,50.9316866064255,64.4650152804019,-23.694576861405,"Republican"
"15",724358,546065,116765.14,244350.88,1108.18,4399.45,366623.65,361116.02,32.3345222956323,67.6654777043677,98.4977428488315,50.6135985244865,67.139195883274,-35.3309554087354,"Republican"
"16",717780,607784,177633.55,238743.48,1150.5,5732.28,423259.81,416377.03,42.6617073473049,57.3382926526951,98.3738640340079,58.9679024213547,69.6398407987048,-14.6765853053902,"Republican"
