"District","Population","VAP_MOD","Votes Democratic","Votes Republican","Votes Green","Votes Libertarian","Votes Cast","Votes Two Parties","% Votes Democratic (2P)","% Votes Republican (2P)","% Votes Two Parties","Turnout % (POP)","Turnout % (VAP)","% Margin (2P)","Winner"
"1",721250,562183.166666667,173982.471295379,192480.874059406,1257.80479372937,3382.66882013201,371103.818968647,366463.345354785,47.4760909926588,52.5239090073412,98.7495484075702,51.4528691810949,66.0111936771462,-5.04781801468238,"Republican"
"2",721508,586811,238625.6,158127.88,1154.42,3742.06,401649.96,396753.48,60.1445512210756,39.8554487789244,98.7809086299921,55.6681228759764,68.4462220374192,20.2891024421512,"Democrat"
"3",720463,543013,120376.43,224978.41,1187.79,3415.75,349958.38,345354.84,34.8558688217602,65.1441311782398,98.6845464309213,48.5740947140936,64.4475141479117,-30.2882623564795,"Republican"
"4",723533,560777,127516.08,223274.78,1191.86,3989.08,355971.8,350790.86,36.351026933826,63.648973066174,98.5445644851643,49.1991104759562,63.4783166927317,-27.2979461323479,"Republican"
"5",718986,551899.833333333,208111.74870462,100531.675940594,1195.00520627063,2377.66117986799,312216.091031353,308643.424645215,67.4278899490066,32.5721100509934,98.8557071564323,43.4245021504387,56.5711515340833,34.8557798980132,"Democrat"
"6",723290,575685,188918.88,190771.88,1177.85,3843.65,384712.26,379690.76,49.755985634204,50.244014365796,98.6947387639791,53.1892131786697,66.8268688605748,-0.488028731591939,"Republican"
"7",720379,558033,117331.59,242156.27,1189.92,4656.8,365334.58,359487.86,32.6385402833909,67.3614597166091,98.3996258990868,50.7142184877682,65.4682751736904,-34.7229194332181,"Republican"
"8",721496,556493,173280.63,171262.73,1265.29,4660.3,350468.95,344543.36,50.2928368725492,49.7071631274508,98.3092396630286,48.5753143468571,62.9781416837229,0.585673745098447,"Democrat"
"9",721292,554374,95709.05,256327.33,942.82,3994.91,356974.11,352036.38,27.1872611574974,72.8127388425026,98.6167820405799,49.4909287778042,64.3922893209277,-45.6254776850052,"Republican"
"10",720763,581555.582512147,153920.305727827,209410.844519319,1213.04955869094,4310.75482153039,368854.954627368,363331.150247146,42.3636414392565,57.6363585607435,98.5024453891905,51.175622864571,63.425571986434,-15.2727171214869,"Republican"
"11",722951,620712.510831586,250166.930803634,109480.114734451,1350.29879804333,4493.08743535989,365490.431771488,359647.045538085,69.5590117887239,30.4409882112761,98.4012204628501,50.555353235764,58.8824013361404,39.1180235774477,"Democrat"
"12",719552,614097.906656266,196589.983468539,226687.32074623,1154.40164326573,5674.73774310972,430106.443601144,423277.304214769,46.4447258359948,53.5552741640052,98.4122210936443,59.7741988905797,70.0387412070908,-7.1105483280105,"Republican"
"13",716878,557181,152581.3,193202.18,1168.24,4893.5,351845.22,345783.48,44.1262549616309,55.8737450383691,98.2771572113442,49.0802089058389,63.147382986857,-11.7474900767382,"Republican"
"14",723750,553117,100326.32,260174.75,1088.74,4420.23,366010.04,360501.07,27.8296871629257,72.1703128370742,98.4948582284792,50.5713354058722,66.1722637344359,-44.3406256741485,"Republican"
"15",718119,582738,162819.25,234108.17,997.58,4977.06,402902.06,396927.42,41.0199048480954,58.9800951519046,98.5170986715729,56.1051942644604,69.1394863557894,-17.9601903038092,"Republican"
"16",722294,581794,218880.62,161848.86,1270.37,4736.44,386736.29,380729.48,57.4898008948506,42.5101991051494,98.4467943259217,53.5427803636746,66.4730626304156,14.9796017897012,"Democrat"
