"Geography","Population","district"
"39001770100",4864,13
"39001770200",4815,13
"39001770300",6964,13
"39001770400",4948,13
"39001770500",3442,13
"39001770600",3517,13
"39003010100",4405,8
"39003010200",4110,8
"39003010300",1676,1
"39003010600",5138,1
"39003010800",7994,1
"39003010900",4515,1
"39003011000",5445,1
"39003011200",4218,1
"39003011300",7559,1
"39003011400",3056,2
"39003011500",2783,2
"39003011600",2693,2
"39003011800",2346,1
"39003011900",3208,2
"39003012000",2410,1
"39003012100",3455,2
"39003012200",3291,1
"39003012300",4052,1
"39003012400",2710,1
"39003012600",1834,1
"39003012700",1648,1
"39003012900",1741,1
"39003013000",3993,1
"39003013100",2313,1
"39003013200",1774,1
"39003013300",1290,1
"39003013400",2549,1
"39003013600",1375,1
"39003013700",1156,2
"39003013800",2728,1
"39003013900",3406,1
"39003014000",3309,1
"39003014100",2151,1
"39005970100",8353,15
"39005970200",5845,15
"39005970300",3895,15
"39005970400",3837,15
"39005970500",3083,15
"39005970600",5371,15
"39005970700",5288,15
"39005970800",4071,15
"39005970900",4943,16
"39005971000",4779,15
"39005971100",3674,16
"39007000101",4554,9
"39007000102",3483,9
"39007000103",3721,9
"39007000200",4688,9
"39007000300",2214,9
"39007000400",1794,9
"39007000500",4265,9
"39007000601",2746,9
"39007000602",3428,9
"39007000603",4101,9
"39007000701",3292,9
"39007000702",2971,9
"39007000703",3873,9
"39007000704",4041,9
"39007000801",1736,9
"39007000802",5187,9
"39007000900",4780,9
"39007001001",5564,9
"39007001002",3465,9
"39007001101",1973,9
"39007001102",6060,9
"39007001200",7482,9
"39007001301",3927,9
"39007001302",3896,9
"39007001400",8256,9
"39007990000",0,9
"39009972600",4483,14
"39009972700",3981,14
"39009972800",4500,13
"39009972900",5391,13
"39009973000",3614,13
"39009973101",4527,13
"39009973200",4830,13
"39009973300",3721,13
"39009973400",3347,13
"39009973500",3428,14
"39009973600",3972,14
"39009973700",4140,13
"39009973800",4867,13
"39009973901",6462,13
"39009973902",3494,13
"39011040100",4025,2
"39011040200",4142,2
"39011040300",3645,2
"39011040400",6712,2
"39011040500",5021,1
"39011040600",3851,1
"39011040900",3748,1
"39011041000",3649,1
"39011041100",3992,2
"39011041201",1893,1
"39011041202",5271,1
"39013010100",4264,14
"39013010200",3905,14
"39013010300",3425,14
"39013010600",3712,14
"39013010700",2695,14
"39013010802",2323,14
"39013010900",6798,14
"39013011000",5009,14
"39013011200",3491,14
"39013011300",4019,14
"39013011400",4499,14
"39013011500",1640,14
"39013011600",1250,14
"39013011700",1406,14
"39013011900",3071,14
"39013012000",2643,14
"39013012100",1277,14
"39013012200",6288,14
"39013012300",4104,14
"39013012400",4581,14
"39015951201",4427,13
"39015951202",5041,13
"39015951300",7777,13
"39015951400",4393,13
"39015951500",5423,13
"39015951600",3699,13
"39015951700",2673,13
"39015951800",5270,13
"39015951900",6143,13
"39017000100",4639,3
"39017000200",4226,3
"39017000300",3349,3
"39017000400",4944,3
"39017000500",4575,3
"39017000600",5017,3
"39017001001",5464,3
"39017001002",5087,3
"39017001100",4550,3
"39017001300",4256,3
"39017010101",6819,3
"39017010102",2749,3
"39017010103",5308,3
"39017010104",5265,3
"39017010201",1950,3
"39017010202",4194,3
"39017010203",5515,3
"39017010301",4449,3
"39017010302",3550,1
"39017010500",2377,3
"39017010600",3427,3
"39017010800",6568,3
"39017010901",4349,3
"39017010903",5328,3
"39017010904",3604,3
"39017010906",7155,3
"39017010907",2611,3
"39017010908",5300,3
"39017010909",4716,3
"39017010910",4780,3
"39017010911",4226,3
"39017011002",12210,3
"39017011003",6422,3
"39017011004",6001,3
"39017011109",4389,3
"39017011110",5250,3
"39017011111",6730,3
"39017011112",5537,3
"39017011116",8529,3
"39017011117",11039,3
"39017011118",3014,3
"39017011120",7393,3
"39017011121",7593,3
"39017011122",5068,3
"39017011123",5075,3
"39017011125",3623,3
"39017011126",4811,3
"39017011127",4600,3
"39017011128",3138,3
"39017011129",4246,3
"39017011130",5167,3
"39017011131",3122,3
"39017011200",7802,3
"39017011300",5044,3
"39017011800",5845,3
"39017012100",3245,1
"39017012200",3226,1
"39017012300",2028,1
"39017012400",2322,1
"39017012500",4812,4
"39017012600",2467,1
"39017012700",2983,1
"39017013000",1715,1
"39017013100",2105,1
"39017013200",3327,1
"39017013300",2134,1
"39017013400",2180,4
"39017013500",2876,4
"39017013600",5064,4
"39017013900",2832,4
"39017014000",2687,3
"39017014100",2276,4
"39017014300",4574,1
"39017014400",1882,1
"39017014600",1037,3
"39017014700",4202,3
"39017014800",6773,3
"39017014900",4941,3
"39017015000",7629,3
"39017015100",6818,3
"39019720100",3517,16
"39019720200",3626,16
"39019720300",5274,16
"39019720400",4318,16
"39019720500",5397,16
"39019720600",3451,16
"39019720700",3253,16
"39021010100",1809,8
"39021010200",7260,2
"39021010400",4150,2
"39021010500",4070,2
"39021010600",4130,2
"39021011001",2702,2
"39021011501",4473,2
"39021011504",5194,2
"39021011505",3313,8
"39021011506",2996,8
