"Geography","Population","district"
"39001770100",4864,16
"39001770200",4815,16
"39001770300",6964,16
"39001770400",4948,16
"39001770500",3442,16
"39001770600",3517,16
"39003010100",4405,7
"39003010200",4110,7
"39003010300",1676,7
"39003010600",5138,7
"39003010800",7994,7
"39003010900",4515,7
"39003011000",5445,7
"39003011200",4218,7
"39003011300",7559,7
"39003011400",3056,7
"39003011500",2783,7
"39003011600",2693,7
"39003011800",2346,7
"39003011900",3208,7
"39003012000",2410,7
"39003012100",3455,7
"39003012200",3291,7
"39003012300",4052,7
"39003012400",2710,7
"39003012600",1834,7
"39003012700",1648,7
"39003012900",1741,7
"39003013000",3993,7
"39003013100",2313,7
"39003013200",1774,7
"39003013300",1290,7
"39003013400",2549,7
"39003013600",1375,7
"39003013700",1156,7
"39003013800",2728,7
"39003013900",3406,7
"39003014000",3309,7
"39003014100",2151,7
"39005970100",8353,14
"39005970200",5845,7
"39005970300",3895,7
"39005970400",3837,14
"39005970500",3083,7
"39005970600",5371,7
"39005970700",5288,14
"39005970800",4071,14
"39005970900",4943,14
"39005971000",4779,14
"39005971100",3674,14
"39007000101",4554,9
"39007000102",3483,12
"39007000103",3721,9
"39007000200",4688,9
"39007000300",2214,9
"39007000400",1794,12
"39007000500",4265,9
"39007000601",2746,12
"39007000602",3428,12
"39007000603",4101,12
"39007000701",3292,9
"39007000702",2971,9
"39007000703",3873,9
"39007000704",4041,9
"39007000801",1736,12
"39007000802",5187,9
"39007000900",4780,12
"39007001001",5564,9
"39007001002",3465,9
"39007001101",1973,9
"39007001102",6060,9
"39007001200",7482,9
"39007001301",3927,9
"39007001302",3896,9
"39007001400",8256,9
"39007990000",0,12
"39009972600",4483,16
"39009972700",3981,16
"39009972800",4500,16
"39009972900",5391,16
"39009973000",3614,16
"39009973101",4527,16
"39009973200",4830,16
"39009973300",3721,16
"39009973400",3347,16
"39009973500",3428,16
"39009973600",3972,16
"39009973700",4140,16
"39009973800",4867,16
"39009973901",6462,16
"39009973902",3494,16
"39011040100",4025,5
"39011040200",4142,7
"39011040300",3645,7
"39011040400",6712,7
"39011040500",5021,7
"39011040600",3851,7
"39011040900",3748,5
"39011041000",3649,5
"39011041100",3992,7
"39011041201",1893,7
"39011041202",5271,7
"39013010100",4264,10
"39013010200",3905,10
"39013010300",3425,10
"39013010600",3712,15
"39013010700",2695,15
"39013010802",2323,15
"39013010900",6798,15
"39013011000",5009,15
"39013011200",3491,15
"39013011300",4019,15
"39013011400",4499,15
"39013011500",1640,15
"39013011600",1250,15
"39013011700",1406,15
"39013011900",3071,10
"39013012000",2643,10
"39013012100",1277,10
"39013012200",6288,15
"39013012300",4104,15
"39013012400",4581,15
"39015951201",4427,2
"39015951202",5041,2
"39015951300",7777,16
"39015951400",4393,16
"39015951500",5423,16
"39015951600",3699,16
"39015951700",2673,16
"39015951800",5270,16
"39015951900",6143,16
"39017000100",4639,1
"39017000200",4226,1
"39017000300",3349,1
"39017000400",4944,1
"39017000500",4575,1
"39017000600",5017,1
"39017001001",5464,1
"39017001002",5087,1
"39017001100",4550,1
"39017001300",4256,1
"39017010101",6819,1
"39017010102",2749,1
"39017010103",5308,1
"39017010104",5265,1
"39017010201",1950,1
"39017010202",4194,1
"39017010203",5515,1
"39017010301",4449,1
"39017010302",3550,1
"39017010500",2377,1
"39017010600",3427,1
"39017010800",6568,1
"39017010901",4349,1
"39017010903",5328,1
"39017010904",3604,1
"39017010906",7155,1
"39017010907",2611,1
"39017010908",5300,1
"39017010909",4716,1
"39017010910",4780,1
"39017010911",4226,1
