"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",295434.370504863,2524653823.05295,0.363487652118213,0.602899371469413,0.648436048219182
"10",203484.291685914,579343008.532252,0.175826307968318,0.41931647710091,0.19416176570181
"11",182225.569312716,702470718.300912,0.265839467556133,0.515596225312146,0.472153641020994
"12",813454.35776307,9021399155.2709,0.171323675379079,0.413912642207362,0.232532684018063
"13",480659.672406542,2810129081.59474,0.152848352222708,0.39095824869506,0.276641699687531
"14",256041.826329056,1864792557.27818,0.357452680822557,0.597873465561533,0.571671936320099
"15",472486.617034521,8715593707.18235,0.49060030854666,0.700428660569126,0.499782578357653
"16",529975.325927654,7048502661.19251,0.315351884659958,0.561562004288002,0.384692249786324
"2",477540.212193182,6315713028.12551,0.348026533936418,0.589937737338796,0.375624532662175
"3",375487.778904964,2415136362.44453,0.215258300835277,0.463959374121568,0.31716175453722
"4",929722.984548033,20455900465.3623,0.297386555353915,0.545331601279364,0.402432207004601
"5",874385.732942015,13447526224.4014,0.221027411898465,0.470135525033436,0.323485487010409
"6",636387.585569579,5483957515.22382,0.170161203150351,0.412506003774915,0.289291065024887
"7",670737.955767091,9083004050.16632,0.253707675352622,0.503694029498685,0.173478784236093
"8",802770.942209333,15528796488.5494,0.302805928940642,0.550278046936857,0.377320350945364
"9",794690.128080317,9967092327.31761,0.198327395709851,0.44533964084713,0.420192003212009
