"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",617437.942763118,9653566042.83883,0.318207936780771,0.56409922600618,0.567479444839118
"10",253810.950158064,1394219775.93131,0.2719696189366,0.521507065087904,0.289750008532389
"11",405898.910483306,4438427763.63613,0.33853474533593,0.581837387365173,0.491770229255436
"12",830932.142345242,16057929019.2609,0.292259259992713,0.540610081290308,0.500531166114569
"13",159884.535056571,640937646.946538,0.315074117830871,0.56131463354421,0.325599802039827
"14",470970.781526954,4100492363.5609,0.232304670692982,0.481979948434561,0.40711145510201
"15",810250.037315335,10532907221.3894,0.201613683061523,0.449014123454399,0.487705418941353
"16",993247.257493254,15987141541.9143,0.203641334724735,0.451266367819202,0.361242246881121
"2",820207.374502556,10987073541.1998,0.205231753620307,0.453025113675067,0.480156727687975
"3",298621.426430056,1615391616.75652,0.22763852216132,0.477114789292179,0.310476625058003
"4",918968.34804213,17032752434.6609,0.253450756368732,0.503438930128305,0.511604349323455
"5",243186.299824057,1616398123.00526,0.343463025995608,0.586057186625681,0.449721635521094
"6",343324.033480915,3559390154.32019,0.379469649881971,0.616011079350016,0.598578836694792
"7",558404.304844548,8550101705.714,0.34457489259653,0.587005019226011,0.285353032662836
"8",710963.033596269,7353983335.95042,0.182826213600665,0.427581820942688,0.316752189464682
"9",359739.741957269,2443298887.10856,0.23725185875111,0.487085063157463,0.389456573137197
