"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",346091.856355299,2197223360.14382,0.230516125298939,0.480120948614971,0.46379855561016
"10",525933.909268569,7339692067.22898,0.333445882177375,0.577447731121506,0.359976782271722
"11",553649.907006639,6355600043.18962,0.260552929652673,0.510443855534253,0.503403763696041
"12",655058.757864902,6050610814.65026,0.177193819062885,0.420943961903345,0.254198623887599
"13",958592.931282179,16992067595.7498,0.232374060426693,0.482051927106088,0.292050579925369
"14",485947.462770279,3585599903.84064,0.190806450988916,0.436813977556712,0.400737359730055
"15",760634.978211202,9904463741.8992,0.215123693067895,0.463814287261502,0.445571718638775
"16",928604.968109921,8664525907.52742,0.126267814322599,0.355341827431839,0.287645139661189
"2",209181.094992586,1212357655.14773,0.348173536661795,0.590062315914001,0.568398824663605
"3",986360.363304071,16971562125.5022,0.219210048651776,0.468198727734042,0.485756960704272
"4",671635.464699587,8818904640.8871,0.245672909912063,0.495654022390683,0.320422031566697
"5",695350.954110746,9481742354.79138,0.246427916051243,0.496415064287178,0.410714849737888
"6",956328.726608565,8478901384.10999,0.116502446422609,0.341324547055452,0.249641257556645
"7",334040.86303635,2315097575.59449,0.260723375436509,0.510610786643319,0.430242490854279
"8",359234.999208375,4007357510.93421,0.390221028270423,0.624676739018209,0.464626586121506
"9",380017.582895895,3588304491.94085,0.31224232362826,0.558786474092081,0.367154073187816
