"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",466494.420054632,3546012180.04431,0.204765685859251,0.452510426243696,0.393620779489047
"10",459506.749760199,3685782104.00592,0.21935913792603,0.46835791647631,0.332772386922673
"11",722604.249510842,11762212798.4101,0.283072626006338,0.532045699170982,0.40474025424377
"12",267064.659733558,1955979671.81731,0.344620696928934,0.587044033211252,0.402218037233756
"13",753226.067254609,8656923266.48667,0.191744426561848,0.437886316938367,0.161250517745299
"14",696946.254623122,13618145494.7267,0.352313477203703,0.593560003035669,0.347536243576807
"15",529980.843909272,5186962464.84397,0.232061248559469,0.481727359156057,0.36914235865398
"16",264156.417594226,632282371.754156,0.113867190529774,0.337442129156652,0.157688071734218
"2",280213.857745472,1570423859.13839,0.25133185144801,0.501330082329008,0.438116330579116
"3",580852.757419846,5573989804.8774,0.207607922857204,0.455640124283633,0.332216698791909
"4",676662.978552482,8768578379.05335,0.240654629212755,0.49056562171921,0.41372329106737
"5",260440.731102533,1186574237.78511,0.219830003764158,0.468860324365539,0.342476273535965
"6",519204.55410971,3874186698.80104,0.18059820250591,0.424968472366963,0.399269107088283
"7",983463.093762948,15702816408.6721,0.20401931420731,0.451684972306264,0.401488717302635
"8",1009895.43120221,20301718229.0895,0.250143858709745,0.500143838020369,0.477636996421505
"9",735359.401513802,9941423202.77906,0.231025079063559,0.480650682994999,0.430531035397822
