"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",491099.769577234,2879488974.98311,0.15003266490163,0.387340502531856,0.269917066041543
"10",674394.311482809,8262516102.81681,0.228293941462858,0.477801152638687,0.31411346705223
"11",275360.523563788,973811455.079723,0.161391770325569,0.401735946021226,0.274387318307773
"12",371290.419793809,2044256127.69633,0.186344974670356,0.43167693321552,0.370253832023871
"13",488056.896183614,6308267529.09341,0.332796737269328,0.576885376196457,0.476180184417616
"14",934687.29827876,17001318440.9586,0.244545561050053,0.494515481102516,0.508301495386215
"15",590986.77717137,8313294640.92201,0.29910764198431,0.546907343143525,0.212678227546644
"16",374951.675874547,3834211967.72177,0.342716792298902,0.58542018439656,0.608189764995214
"2",944605.575343367,16969016369.5645,0.238982182763066,0.48885803947881,0.359392500830816
"3",222794.596880106,901027816.405616,0.228107074189336,0.477605563398644,0.425229178992761
"4",1148980.06945155,16952047853.0803,0.161364145666101,0.40170156293709,0.344884002939682
"5",475199.492150619,3572375933.9745,0.198799406419615,0.445869270548683,0.370815437604993
"6",205410.675696462,1278924298.47613,0.380897989479466,0.617169336146464,0.494227140710052
"7",348109.308860756,2362260585.81357,0.244966328913904,0.49494073272858,0.381828470355099
"8",1037773.3324947,12999565266.8902,0.151681871969132,0.389463569501863,0.310769246100739
"9",931979.898555866,11311627810.1175,0.163652212173821,0.404539506320237,0.389312744366616
