"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",616165.886799674,5093765009.59911,0.168598407744654,0.410607364454966,0.191157300178854
"10",844711.616777426,9594937944.12111,0.16897992019938,0.411071672825287,0.263025069454404
"11",680264.799697908,6717053548.779,0.1824032938626,0.427086986295063,0.243878621163353
"12",406297.776124123,3079870737.03916,0.23445174150488,0.484202170074526,0.264063879335859
"13",465317.278221086,4588038921.7409,0.266280031280775,0.516023285599376,0.493930082552584
"14",192077.56669663,735830545.552728,0.250630768395714,0.500630371028081,0.46045120494799
"15",711820.709190674,9134588309.17393,0.226546629343096,0.475969147469766,0.310180236972758
"16",388010.934301802,2999267266.93917,0.250343951568697,0.500343833347326,0.497908150107855
"2",632240.889079533,11467857372.259,0.360518028647154,0.60043153535366,0.332476138926805
"3",812021.886120662,11130571602.7404,0.212125003391819,0.460570302333769,0.304017377204373
"4",407902.975654816,3203406950.84177,0.241940308781237,0.491874281479767,0.291850164834091
"5",653014.015448943,4205406599.72352,0.123928973061263,0.352035471311149,0.278114470118094
"6",350037.559377907,2909272906.66196,0.298376786530344,0.546238763298929,0.332108172837614
"7",563493.201802962,10261102476.9294,0.406093957179903,0.637255017383075,0.469904369319279
"8",548620.367781489,7243041551.96565,0.302403620769252,0.54991237553746,0.327444087421552
"9",1200801.45838992,23598108345.7209,0.205657542262852,0.453494809521402,0.291385577508466
