"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",471759.542963337,5126393800.85025,0.289454590075878,0.53800984198793,0.326743279040214
"10",956729.283820244,12949739475.8284,0.177784035925263,0.42164444254047,0.307561871560559
"11",160282.167690873,1036257381.7975,0.506882253899753,0.711956637654115,0.547252068490898
"12",413533.012785804,3106147030.96817,0.228250376460531,0.477755561412455,0.295109162754349
"13",705477.563773911,12102179281.8088,0.305567410153762,0.552781521176099,0.435418132189712
"14",916028.580782598,13486994967.8697,0.201979369001314,0.449421148814021,0.365683666355878
"15",658071.093614747,6505345255.01779,0.188770699780403,0.434477502041709,0.377032266942734
"16",694632.724614577,6628379078.23313,0.172626204996819,0.415483098328704,0.426658064916317
"2",333321.579826849,1432461678.96364,0.162019024687024,0.402515868863606,0.280993513840473
"3",482321.666636927,4996366845.99767,0.269892389777749,0.519511683966539,0.337031985473761
"4",597642.788333134,7832631682.6889,0.275571437951969,0.524948986047186,0.229897533009739
"5",648975.720959415,5011495593.21578,0.149527240198842,0.386687522683164,0.211488513004807
"6",466033.385794108,6077925848.40673,0.351666663967285,0.593014893545926,0.53444867904909
"7",446534.913289327,3539767010.99479,0.223086710627335,0.472320559183416,0.422728643119126
"8",966354.643017207,21095421539.6422,0.283873594416743,0.532797892654188,0.564014949078561
"9",453596.549330439,5036504701.41503,0.307609414855474,0.554625472598829,0.455962032314827
