"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",432377.878013167,5931663417.61356,0.398712115099702,0.631436548751894,0.599020973681132
"10",373422.720561124,3173437441.50422,0.285981755736492,0.534772620593549,0.302636715523485
"11",1055223.05248126,9203454971.54364,0.103865715056617,0.322282042715099,0.34209275020052
"12",703376.844076805,14828471562.9994,0.376643189714877,0.613712627957806,0.481437659497549
"13",471282.107412817,4777744626.24331,0.270315465258638,0.519918710240974,0.40790252555045
"14",503303.913328667,9112388736.96287,0.452044810898373,0.67234277782867,0.646734903067545
"15",264741.694556847,1464404305.30956,0.262558554252697,0.512404678211175,0.57922345214322
"16",458981.244376012,5987797126.43711,0.357179942816766,0.597645331962666,0.55117172464288
"2",233134.146133633,1363845812.02431,0.315328600782151,0.561541272554521,0.529431864387489
"3",446325.403097482,4689689667.33057,0.29583581976832,0.543907914787347,0.44811149964903
"4",718475.744416933,7927189641.00632,0.192976706384294,0.439291140798781,0.375645049571498
"5",152094.370523531,565177270.322359,0.30702113438704,0.554094878506416,0.38324874881102
"6",930110.055825521,14747809892.4584,0.214224291513326,0.462843700954573,0.465879604700285
"7",779268.676188432,7051343493.19052,0.14591747169714,0.381991455005396,0.263882738891637
"8",769832.697736798,16984136208.1563,0.360131095002728,0.600109235891873,0.508259304076149
"9",643849.131746956,8155457000.09328,0.247223606436152,0.497215854972619,0.198631556045241
