"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg","Compactness Reock"
"1",864033.974017452,15633874701.4617,0.263156954827683,0.512988259931632,0.423964172837829
"10",303658.306682326,1820496242.88584,0.248101459559193,0.49809784135167,0.430964562685365
"11",1461206.58707701,21372599785.9132,0.125789379489313,0.354667984866569,0.196002779992473
"12",1031908.14678377,12771651436.1939,0.150721372053664,0.388228504947362,0.229843370481547
"13",334086.9298816,2468444394.51012,0.277916442213681,0.527177808916196,0.367448925094318
"14",404047.367324398,4560621174.06544,0.351050261258607,0.592494946188241,0.408321948907423
"15",393301.502841281,3585403973.47682,0.291270665227961,0.539694974247455,0.34833717327484
"16",755922.571660964,9369609199.96338,0.206051943051378,0.453929447217712,0.310744145189151
"2",516529.251516349,8600340799.23685,0.405075226012726,0.636455203461112,0.517142323463696
"3",773650.130171969,8557755423.90028,0.179672052299236,0.423877402439947,0.384194492904716
"4",409441.649968783,3930937515.11979,0.294660531009786,0.542826428068665,0.385326084149312
"5",602501.500321492,7213096837.70048,0.249698171072998,0.499698079917261,0.262256120383492
"6",518127.129855392,5615430684.97835,0.262857436746073,0.512696242180566,0.314733235479474
"7",474327.36944389,3553022136.52979,0.198450139078236,0.445477428247757,0.261914884789358
"8",751699.422124084,4526401412.14954,0.100664072613085,0.317276019599788,0.14683184058503
"9",337530.415360971,2384325454.33036,0.262996259387953,0.51283160919346,0.405487736081027
