"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",7.70136150186312,1.36850203048224,0.289948115780269,0.538468305269929
"10",7.63433802699542,0.727888133194942,0.156939307659045,0.396155660894863
"11",3.8235949814009,0.197492576301966,0.169752771441317,0.41201064481554
"12",5.44385327005155,0.677779250946457,0.287399038941921,0.53609610979928
"13",6.51747552092078,0.726021978481668,0.214783450352407,0.463447354456153
"14",8.51376993444008,1.06719270612358,0.185015831574061,0.430134666789438
"15",5.55358336960223,0.86330162023196,0.35174329564314,0.593079501958329
"16",1.84343350291875,0.0534938815674845,0.197814910339096,0.444763881558626
"2",5.12774578899299,0.415342198175608,0.198501113726079,0.445534638076636
"3",8.1397665392258,1.27461120832938,0.241748450688698,0.491679215229501
"4",4.28553104862357,0.23457556609557,0.160503070572672,0.400628344694521
"5",7.93165367210043,0.485152194004134,0.0969081667541349,0.311300765746143
"6",9.17226877267438,2.02226912691764,0.302061428014894,0.54960115357857
"7",5.72939577446415,0.26873569313596,0.10287682911179,0.32074418016823
"8",2.72770148846359,0.0858086773111048,0.144926361924311,0.380691951483494
"9",7.85157335523634,1.85173391538392,0.377463584597774,0.61438065122347
