"District","District Perimeter","District Area","Compactness Polsby Popper","Compactness Schwartzberg"
"1",5.00652863325387,0.185680187256521,0.0930897836187626,0.305106184169975
"10",7.58570469721356,0.751706703956472,0.164159652175239,0.405166203150311
"11",6.68014886687182,0.657949467679436,0.18528067416122,0.43044241677746
"12",6.50660004546863,0.675935130604026,0.200634982781982,0.447922965231726
"13",2.17619118907016,0.0786790773905097,0.20877333435095,0.456917207326393
"14",4.31384698015946,0.313889127922366,0.211961344569049,0.460392598299591
"15",7.32792089673693,0.961478528005573,0.225002792822692,0.474344592909724
"16",11.5293966527192,1.99180454365976,0.188297008897849,0.433932032578662
"2",5.49396552637413,0.394537727642806,0.16425800469558,0.405287558032048
"3",8.04724969000431,1.49897764881597,0.290877458873444,0.539330565491558
"4",8.59853965167522,0.704264416933173,0.119700568634942,0.34597769962086
"5",5.23269316819153,0.944589323219996,0.433513231434129,0.658417216842124
"6",2.91768487057633,0.262179252488493,0.387018226209075,0.62210788952486
"7",6.31881381400049,0.886470387023713,0.278999213210371,0.528203761071777
"8",9.75445724594119,1.47198528646873,0.194404858237754,0.440913663020045
"9",7.42933350093875,0.539773947615041,0.122891565038801,0.350558932333497
